Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Egypt, Arab Rep.",EGY,156.3873975,162.8416442,142.4095767,143.9284025,157.7165365,161.5671236,168.0543429,174.1030445,179.7740967,192.9649088,232.2724923,242.9710703,256.4828156,272.1827101,243.0614739,299.2175183,334.6099185,353.4038337,354.6742463,420.8582169,493.0535733,490.3087969,595.9188982,648.0136298,689.8076755,769.7551371,790.2017937,753.7222637,633.8393695,701.0377179,735.982935,622.829605,680.7992386,740.3342174,807.3035372,916.3266177,1008.976376,1146.201721,1212.822598,1268.309492,1366.092744,1295.137418,1116.828846,1031.275563,991.2556891,1105.539207,1298.979002,1547.741707,1896.215943,2161.639646,2455.081946,2590.643849,2996.067707,3025.525636,3133.391023,3306.981594,3270.628777,2395.103333,2484.703156,2962.98892,3511.11381,3827.354154,4233.307837,3456.789685,3338.473714
Euro area,EMU,930.6466981,1026.605406,1125.784138,1228.376782,1349.145918,1462.137638,1569.242561,1655.918452,1768.533448,1962.344294,2210.535158,2491.161363,2989.597929,3857.615662,4350.250302,5015.424343,5213.073946,5908.687186,7203.605629,8690.838593,9689.637561,8385.374488,8096.364479,7882.887475,7550.829866,7742.595064,10846.47289,13379.95321,14667.43265,14916.08121,18683.51162,19305.46502,21178.52564,19310.813,20344.76552,23430.24209,23652.35209,21582.23022,22144.69487,22011.26099,20039.40027,20289.65053,22047.27957,27010.58762,30803.2861,31781.66188,33646.25018,38544.24849,42174.6918,38467.86583,37495.48206,40574.37223,37486.62822,39101.82491,39982.90074,34467.57666,35232.26957,37237.53636,40096.71221,39212.51115,38234.53359,42967.25517,41446.43228,45068.70109,46724.35562
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.240963,252.0857771,277.8014236,285.402184,325.8387054,318.9809608,341.917364,311.3362093,314.3573968,325.4091615,304.7757565,348.9503271,426.8409479,412.7530792,447.9974047,480.4476237,490.066956,642.9257229,539.6995121,688.6816596,,,,,,,,,,,,,
Spain,ESP,407.9630279,463.1904409,535.3910595,627.278451,694.9520868,797.3770662,915.6292337,996.5718635,978.2923738,1109.136371,1211.423433,1361.192519,1707.588001,2245.947991,2747.960367,3207.544651,3276.970233,3624.999403,4353.327374,5766.092967,6204.143215,5367.329763,5156.023038,4475.301268,4486.781739,4696.298796,6508.850655,8233.72823,9696.192854,10674.34102,13795.01594,14801.32262,16100.67994,13330.37982,13405.70441,15460.91103,16100.62158,14722.37176,15382.33486,15707.94731,14743.2671,15368.2338,17111.06851,21522.0171,24925.02678,26450.95301,28421.68653,32652.01559,35603.24833,32279.82085,30658.74223,31824.62191,28456.44382,29228.84656,29707.76551,25982.44162,26755.60611,28381.34256,30602.42129,29786.52457,27233.94265,30799.47759,30270.2687,33509.0128,35297.0095
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685.908893,2819.126121,3134.389753,3380.926302,3682.952301,4093.392477,4140.936602,4070.609024,4502.66615,5343.183108,7205.407033,8916.072827,10414.63812,12641.4801,16745.4308,18205.90641,14712.44942,14663.7041,17555.54552,17568.2138,19310.38749,20581.7899,17722.15577,18666.37365,20851.52235,23618.13613,24021.25014,23933.99394,27953.76702,28451.14778,30133.30445,31170.09151
Ethiopia,ETH,75.33960907,76.73019664,77.79018498,79.17263437,83.83686483,88.85002941,93.15494679,96.08647474,99.4743651,102.2801777,109.4304663,112.7366743,119.8399971,134.935511,147.8557225,144.2805376,151.9561866,170.4041437,178.3024806,192.3571173,203.6853944,212.657518,215.2509855,232.6834744,214.2288604,243.8973826,245.9772288,254.1213294,253.2482625,256.3864753,262.1089711,277.5659104,207.4064009,168.5204014,127.6859235,136.5236191,147.3274589,143.3695315,126.4650958,120.7346315,122.2692026,118.4572043,109.5938136,116.8004911,133.1698125,158.2434581,189.3457375,237.146256,316.4104751,368.5747123,330.6194128,343.0249424,452.1010319,484.0398331,549.9865771,621.8456738,696.1960848,745.6324339,747.9680037,828.7090805,905.3131593,910.9478871,1011.073324,,
European Union,EUU,796.5662865,877.7512585,962.0890524,1048.040489,1152.297359,1250.473903,1343.230416,1419.452267,1512.770325,1676.559801,1885.409956,2119.458545,2540.114789,3266.498198,3675.470739,4252.347655,4432.5121,4997.869692,6057.759838,7288.842854,8116.450677,7053.643425,6783.33143,6578.615511,6326.073927,6490.270343,9042.123334,11144.97269,12196.91001,12414.35793,15470.41883,15952.04283,17470.07258,15908.78686,16826.13548,19470.10675,19755.24964,18093.62633,18616.51717,18506.59905,16976.04908,17230.65139,18797.81497,23020.95952,26368.68212,27431.5034,29200.60081,33704.68646,37170.42988,33634.93636,33122.55827,35967.01144,33328.77199,34808.00258,35592.88749,30769.09064,31462.43412,33391.9679,36054.39545,35374.64438,34698.40321,39214.36608,37962.8295,41392.07438,43145.15669
Fragile and conflict affected situations,FCS,139.1575193,142.2386361,153.8043195,171.9617787,152.2158814,163.5749913,170.7176982,164.6758985,177.9081732,195.234946,227.3530914,228.899173,259.035166,313.0338095,460.1705302,492.9036054,571.716808,616.6549292,659.9165702,811.3320563,1002.918962,1292.633999,1206.571124,1018.089198,894.671496,888.3042812,799.9660648,785.9128816,834.140272,806.4982273,1120.090392,773.8798809,671.9978731,666.7126338,652.1613047,776.2626074,819.7655455,898.1161391,901.0116924,657.132417,751.365402,718.6475793,684.3308139,702.9359216,872.8356669,1080.133223,1320.109421,1579.123405,1970.384031,1742.177812,2017.094713,2056.373637,2245.374719,2276.32208,2358.980051,1818.812536,1639.707194,1710.940513,1828.227244,1898.512202,1689.916908,1763.845894,1903.898873,1781.8601,1690.972914
Finland,FIN,1191.855089,1341.499006,1426.667564,1538.457034,1725.604835,1902.038472,2031.523314,2055.753068,1927.293805,2201.124152,2465.864555,2716.432235,3177.928793,4173.544852,5298.080088,6256.102451,6740.291453,7069.735651,7629.495725,9333.076956,11224.938,10925.09572,10935.31106,10493.96266,10830.21852,11394.1921,14946.99262,18565.02644,22043.77016,23969.0528,28366.20428,25488.84505,22320.11247,17588.67817,20278.2911,26246.27432,25756.67771,24682.29083,25999.98617,26180.41286,24335.92251,24965.203,26989.38926,32920.08572,37768.13342,39049.87038,41214.01878,48473.02401,53769.47262,47478.34953,46506.2919,51060.32426,47551.67408,49691.01452,50073.77608,42560.34568,43451.25624,46085.01747,49654.2497,48358.18078,48828.68469,53099.13514,50440.56022,52821.51143,53188.61862
Fiji,FJI,277.4315355,280.2733667,285.473073,291.3835738,305.5322031,311.2410729,309.574409,325.9865454,327.3574165,349.813973,413.9372165,457.8445999,575.2174821,761.6840674,984.3135239,1188.184242,1186.166485,1203.57268,1354.811441,1626.66019,1873.31098,1879.363151,1773.143925,1628.049012,1666.865725,1576.720691,1745.241266,1569.46727,1463.047202,1543.296172,1728.940769,1774.992111,1951.255929,2070.047341,2297.180059,2466.743478,2648.327663,2573.723386,2010.496361,2327.957205,1995.720712,1944.997415,2136.567941,2655.580796,3097.190967,3377.69127,3455.105999,3762.746928,3899.922315,3164.132754,3449.144529,4139.602886,4341.403387,4572.443775,5293.356767,5097.531069,5363.790267,5826.848145,6085.419795,5950.828669,4844.421272,4696.171039,5405.030062,5888.736673,6288.398673
France,FRA,1302.531497,1394.535571,1547.620259,1717.703791,1884.137914,2015.37981,2165.072795,2321.469184,2512.620174,2723.567305,2825.129723,3128.386121,3806.887889,4913.527078,5267.3533,6606.701467,6794.617393,7464.907845,9166.59012,11062.57317,12565.16394,10955.9003,10359.89207,9862.284494,9311.894265,9657.019385,13430.48246,16175.70905,17549.64405,17547.26454,21586.46746,21500.77784,23615.01686,22238.82506,23359.89851,26791.8152,26757.63515,24169.40081,24869.40308,24576.31523,22340.59395,22331.79483,24144.5727,29479.52221,33644.92822,34696.37183,36431.56589,41486.19078,45464.81814,41728.08842,40694.82117,43929.78409,40863.58144,42669.17951,43148.04593,36702.43237,37024.21571,38687.16264,41418.17665,40408.28486,39169.8606,43725.09995,41082.81193,44690.93454,46150.48769
Faroe Islands,FRO,,,,,,1594.478841,1749.161535,1780.157076,1735.534256,1849.438538,2219.376867,2563.601862,3046.45915,4067.929807,4906.275143,5605.512621,6593.621293,8387.149239,9479.437545,10549.34015,11446.28297,10458.09653,10052.91923,10893.33171,9437.293474,10048.94833,14933.86852,18982.64753,20453.53092,18181.22837,20125.79407,19163.95934,19301.07037,16374.17833,16976.30954,20669.6792,22706.21649,21158.89247,24729.01991,24978.62108,23322.75934,24879.77296,26937.65056,31269.6032,35647.54404,36389.08164,41743.68128,48348.73937,51287.89111,47059.19473,47923.15154,51618.99078,50261.96163,55758.20837,60172.06325,52635.03755,56875.28038,59387.35309,62526.49085,63067.06957,62240.82241,68749.40056,66139.38097,71774.35224,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,337.4957741,359.2446401,403.0464691,544.2044666,701.0779632,683.9767456,677.9706151,668.6014727,737.5104324,803.0321902,829.2098131,958.3744266,973.6886364,993.2729452,971.3237359,1136.276333,1216.157631,1230.441567,1284.282728,1365.615183,1459.043692,1617.455282,1699.330191,1853.062597,1856.520743,2010.117935,1973.938217,1860.308271,1965.155283,1971.172099,2081.966013,2144.537,2156.705322,2185.80309,2146.401608,2246.453703,2289.751556,2336.978522,2415.59356,2596.261474,2761.243258,2890.50493,3033.169895,2933.883334,2945.41496,2911.16211,2979.601192,3279.10779,3566.586904,3572.659183,3362.027931,3508.223563,3710.124485,3941.372479,4166.004767
Gabon,GAB,276.1361695,323.4592027,348.4168201,290.6758165,400.4029565,414.5542181,443.4015999,482.2230905,514.5739838,545.4102371,543.4331614,627.4156776,693.2948314,1140.041643,2384.186289,3258.234242,4441.094486,4048.146743,3359.572681,4154.58594,5718.467191,5026.476468,4583.899678,4181.571916,4272.882169,3898.463169,3864.674538,3624.376759,4118.60473,4373.884919,6050.71469,5345.09653,5385.688117,4105.987013,3828.211181,4414.875583,4942.6787,4508.753405,3699.995139,3751.35319,3982.906201,3835.757183,3966.480019,4710.748628,5465.791936,6547.87614,6847.009857,8003.542897,9688.645197,7290.575261,8356.74662,10219.11393,9296.965879,9197.701063,9201.362766,7047.126546,6677.070039,6921.733731,7624.277523,7441.178647,6605.803461,8181.409141,8409.207415,8071.397774,8218.763071
United Kingdom,GBR,1397.594803,1472.385714,1525.775853,1613.456884,1748.288118,1873.567774,1986.747159,2058.781882,1951.758596,2100.667869,2347.544318,2649.801514,3030.432514,3426.276221,3665.862798,4299.745618,4138.167788,4681.439932,5976.938169,7804.762081,10032.06208,9599.306222,9146.077357,8691.518813,8179.194441,8652.216542,10611.11221,13118.58653,15987.16808,16239.2822,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,23168.95296,24406.4003,26766.00562,28274.50451,28762.09136,28280.92679,27906.5695,30077.74143,34442.68754,40366.88867,42104.78844,44512.45903,50397.6855,47396.12021,38744.13169,39598.95712,42109.64188,42490.14655,43419.03526,47426.62098,44983.88552,40988.10442,40629.23403,43315.48745,42794.00226,40404.80622,46926.47574,46062.99141,49200.81015,52636.78659
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543.582025,1843.903432,1853.440908,1610.980271,1307.823427,757.2235485,550.0155426,519.8155788,578.3369235,689.0346342,807.0322858,851.5155425,673.5377829,749.908535,801.9838371,853.5261719,1010.031516,1305.047486,1642.783594,1996.020133,2635.366503,3324.753721,2822.689397,3281.729309,4119.668183,4530.695334,4712.002294,4830.334862,4086.622347,4143.401257,4418.752065,4804.054604,4741.283272,4300.857013,5083.606955,6729.846599,8283.669607,9193.663664
Ghana,GHA,174.8588565,181.8700108,188.4210163,205.0374224,224.9681544,260.5055952,263.3345894,211.2192965,196.6685718,225.772622,248.1598694,263.4087879,223.8028638,309.5095523,289.4258568,272.9767152,260.9982958,292.2897981,325.5984767,346.6534038,372.2520264,343.7991267,319.2069103,311.3834382,329.9988889,329.7146049,410.7116584,355.1537249,355.1218449,349.9649419,382.5424637,418.2541213,396.4264076,359.8008441,320.5039034,371.537243,389.2712679,377.8419355,400.3667995,403.0373261,253.7469362,263.5421565,297.4616447,358.3992714,406.1321053,478.6119092,906.4410276,1050.124615,1182.657613,1047.704301,1263.892518,1507.435732,1543.775242,2294.795847,1949.908329,1722.772828,1912.479913,2012.286626,2195.32166,2186.658227,2195.454817,2445.186625,2229.891226,2383.904105,2405.794664
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,752.8225036,825.2899771,948.4974213,1143.300035,1242.529225,1311.330514,1430.664353,1440.157665,1657.963932,1789.995549,1930.991843,1875.539668,2272.632987,2822.839323,3361.528202,4061.698672,505.8769443,504.5108688,574.0011272,570.493418,604.3044227,656.4237312,692.6478027,670.7417782,671.5763851,713.0314606,726.0254426,695.5817423,647.3799208,610.6148429,518.1570669,483.0851202,495.9160736,566.4854059,584.8977405,463.1776869,446.9805541,650.1485753,703.5328258,662.1859147,659.2353262,636.6949587,699.3533772,748.4550208,765.1469994,747.3569668,711.9965098,833.5986217,933.2736156,1031.341465,1053.660977,1244.965505,1416.59612,1555.493758,1717.023181
"Gambia, The",GMB,,,,,,,94.36621449,96.96048688,83.10648528,88.66220216,99.78169198,103.3183223,106.5246043,131.4491821,162.6183347,189.8083934,179.3139633,213.8425432,257.5810422,300.258528,337.6925344,295.9820645,282.1413071,268.6492998,214.7943574,262.8166167,207.6544087,236.9548027,274.874466,280.9298096,300.6398957,627.5789193,623.4859278,635.3611677,608.2774908,621.6813913,651.7849457,600.2240234,610.2347115,575.4598932,538.0540723,459.8030684,376.531027,308.7191234,593.2853463,616.4836579,614.5443079,724.7264072,859.1276714,774.8880309,801.0333727,710.6084115,692.5793616,653.8627133,568.0045356,619.5363643,650.0565013,642.5226413,696.219807,738.186752,720.3351434,781.8909252,836.2448756,888.1574074,908.5256742
Guinea-Bissau,GNB,,,,,,,,,,,350.221595,348.2770096,388.6437614,391.9165756,418.643114,435.2178099,420.8529374,402.9065878,402.7775257,375.8453302,346.8554416,477.4638964,502.732266,488.9938923,407.4394447,416.57614,371.1375759,487.5519494,453.8074727,578.4909858,651.3376407,672.0738788,574.3211064,581.6126818,560.8834225,589.4870231,614.7298925,598.9534702,497.7242796,478.733191,316.945495,327.138432,362.0345746,419.7848661,431.3765577,463.0739627,448.5130755,519.0697898,640.2103311,583.1900201,600.1942985,719.5395735,635.4616533,654.3045344,652.022501,645.0668372,679.6653866,783.1231866,808.5316132,807.4255249,836.2673142,912.4841047,873.4378619,964.9275542,962.9836279
Equatorial Guinea,GNQ,,,132.9118591,154.7974985,177.8264176,217.1028955,226.6949639,231.9316462,211.7437587,208.4408397,206.7668587,205.5673696,211.424762,268.6349023,319.2368367,362.2621783,368.8313743,375.7059606,,,175.4510081,121.1250803,137.4688027,129.4110056,137.9036786,161.1180218,188.787027,220.9254418,228.6692328,193.2233561,236.4021884,225.3193785,263.7335471,256.6830237,183.2394827,248.3148962,391.6868682,717.0414816,577.8685253,930.9125493,1487.316551,1948.611459,2264.210656,2930.601837,4901.301274,8673.902609,10184.88412,12616.95329,18210.5553,13232.50194,13720.16587,17198.21367,17308.57239,16304.07132,15548.66247,9068.910032,7453.197979,7809.104657,8102.470848,6804.149231,5764.055029,6945.630698,7589.299649,6677.793435,6745.400132
Greece,GRC,513.0858624,582.5635036,608.4755155,685.559282,772.8055008,886.7736111,983.5575492,1053.258886,1138.38219,1305.64396,1473.603948,1629.345279,1873.254128,2468.003955,2789.405774,3109.37944,3343.388194,3832.3211,4629.339377,5626.588791,5811.690696,5305.437294,5501.637001,4950.060265,4785.07463,4746.760358,5577.832587,6473.577832,7492.352048,7737.543858,9466.662385,10046.66639,11021.01222,10257.30858,10937.02238,12779.08149,13432.52622,13015.9175,13022.96488,12742.54044,11638.20107,12156.95728,13782.19564,18020.61204,21449.25528,22054.13158,24416.0233,28440.76253,31695.83311,29425.45732,26653.0488,25504.78665,21624.34605,21573.34498,21474.72571,17980.72982,17919.24264,18631.99301,19873.40152,19335.3602,17886.73317,20654.7002,20971.83493,23400.72788,24752.10684
Grenada,GRD,,,,,,,,,,,,,,,,,,736.9274992,917.1111188,1070.733713,1173.078096,1229.659326,1329.006177,1388.165651,1523.940928,1745.153574,1938.108509,2204.638452,2404.255236,2696.982902,2782.183969,2983.916432,3052.700187,3026.041542,3152.202048,3294.269883,3508.294237,3724.754662,4206.280529,4516.283324,4839.828111,4819.507767,4984.474059,5427.963773,5480.261176,6338.560114,6344.038377,6864.548168,7448.204056,6932.564722,6909.601696,6947.381361,7092.719854,7424.802123,7986.334212,8694.12438,9221.234611,9751.426612,10083.02128,10462.79292,8968.558901,9622.240505,10535.45888,11308.28742,11871.6117
Greenland,GRL,,,,,,,,,,,1498.276437,1874.295302,2196.71424,2860.280576,3432.706033,4257.875611,4844.656293,5713.962534,7235.516939,8480.762531,9483.102406,8544.09791,7813.651282,7988.177947,7198.707808,7760.834264,11271.33257,14554.35137,16397.95019,16813.74145,18326.9295,18315.31656,18768.82753,16797.35782,18124.09981,21665.82952,21422.46099,19145.61489,20496.57878,20170.32276,19009.07744,19265.51915,20657.95063,27466.64945,32030.99879,32489.72773,35457.62976,39780.94414,44366.78587,44918.84138,44277.19934,47186.876,45936.95628,47535.48838,50485.22441,44536.35497,48181.74535,50765.74947,54545.13586,53309.20359,54812.66618,58135.99399,55635.00065,58498.97431,
Guatemala,GTM,256.8131153,257.2021506,265.2106518,284.3975043,284.1979703,282.9776417,287.2778487,291.9341809,314.6668761,326.3027334,352.7908088,358.3735604,369.7627574,440.5628717,528.57311,594.8866087,697.0646097,856.1254953,925.1800265,1025.982235,1141.805498,1216.496397,1203.965407,1219.735454,1241.042426,1238.475452,896.0632635,853.9037725,919.0707731,958.4274712,847.6885618,1014.402797,1096.45977,1165.674427,1292.672028,1421.061778,1481.059868,1638.462819,1741.201142,1603.647761,1648.96579,1537.686636,1669.335175,1722.547019,1840.911849,2046.466117,2225.123475,2458.815739,2763.059882,2611.646328,2805.259602,3168.983706,3286.619593,3444.159713,3689.144718,3893.505221,4060.13755,4324.996082,4352.946518,4511.997552,4477.617618,4912.622257,5358.701275,5758.308763,6150.025978
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20909.95903,21877.31784,23618.82669,25631.97761,25709.93515,26605.43242,28112.23166,29054.05812,29719.79678,29926.20524,31653.75065,32530.75931,33900.14865,35165.70146,35930.65949,36779.00789,37195.95031,39274.94314,36482.9364,38074.87937,41833.15171,,
Guyana,GUY,299.0746458,319.0177548,327.3925792,288.8203904,313.2611619,335.7359369,352.589675,377.732622,339.7864411,361.1876162,381.0987541,395.7696636,395.4742646,420.5336786,587.968877,663.7997227,604.1052678,592.9975984,663.2085861,688.8276528,778.9588141,734.5674589,620.5646366,630.6727792,565.3344356,587.8183952,657.0140002,464.0525663,544.7152092,503.1090191,528.8510953,466.039939,498.1566366,603.0843167,715.6115252,819.6685416,927.5238472,982.8047538,939.6854882,908.7906314,931.7966517,931.5747238,950.8669325,973.7425981,1033.310309,1084.065414,3135.605535,3608.286852,4008.962867,4209.132306,4581.761797,4947.221706,5444.397519,5556.912312,5472.688205,5640.415606,5870.878238,6178.665044,6048.386972,6405.824434,6775.709391,9860.870148,17913.49281,20473.70022,29883.63412
High income,HIC,1204.074231,1268.771776,1355.705621,1440.911515,1556.149596,1672.134307,1810.710391,1915.937664,2059.048763,2247.538045,2442.998517,2684.721777,3089.301998,3713.999956,4163.279388,4604.711813,4975.041405,5587.366719,6653.636341,7627.618561,8448.323513,8509.651442,8364.86531,8583.245681,8889.977566,9267.219647,11181.57577,12876.39253,14393.20327,14885.07948,16565.25778,17357.24027,18452.68853,18458.9985,19620.71794,21643.44323,21690.79459,21217.2845,21072.80347,21956.89547,22351.85602,22061.97011,22907.42847,25580.39707,28420.74301,30015.32514,31668.71862,34616.73141,36852.98649,34068.42206,35725.92111,38728.221,38632.51657,38968.52433,39409.73278,36571.1929,37055.75389,38782.91754,41079.78727,41351.49891,40219.13602,45211.94105,46655.16486,48708.46247,50443.9276
"Hong Kong SAR, China",HKG,426.7738079,436.7544115,487.8211341,565.7278104,629.5915258,676.8055071,685.9266141,723.2392256,714.4829696,825.5234491,960.0319615,1106.469717,1384.734265,1893.181242,2144.614959,2252.126941,2850.01461,3429.420276,3923.971378,4569.48385,5700.432109,5991.284888,6133.7669,5595.260553,6208.226159,6542.973528,7434.999255,9071.390765,10609.74564,12097.74879,13485.63145,15465.92453,17976.46886,20395.56219,22502.53024,23497.39208,24818.30216,27330.09336,25808.86099,25091.6666,25756.77287,25230.37809,24665.83623,23977.17341,24928.10037,26649.63772,28224.09516,30593.95117,31515.52921,30697.53839,32550.13649,35142.48793,36730.7962,38403.77771,40315.37395,42432.16197,43734.19807,46160.42979,48537.56689,48359.0012,46109.22999,49770.56424,48825.84419,50565.46477,54107.03452
Honduras,HND,162.7741191,167.9204919,177.6987293,182.7270792,197.8479169,213.9740875,224.7674569,237.4686737,249.435319,250.1602074,262.8407523,257.8832547,274.8045,303.0091041,333.7273327,351.9942478,409.1721185,491.2237194,883.5472213,980.4427676,1064.656791,1052.610244,1077.746065,1097.720986,1170.354143,1220.842744,1276.23238,1352.554724,1253.849211,1121.959244,988.4592738,907.2711146,937.828918,908.4460133,832.0629724,931.6695473,883.3112498,944.9301024,1021.158188,1002.19633,1092.564007,1132.164875,1132.499653,1156.081627,1215.139954,1304.700392,1425.847801,1577.737892,1732.490627,1781.157036,1893.327227,2073.661211,2126.034747,2081.128435,2179.88172,2271.20266,2307.344684,2413.007656,2464.642415,2502.327443,2307.614943,2735.147515,3003.289968,3227.457625,3426.434833
Heavily indebted poor countries (HIPC),HPC,132.9840277,133.9717146,142.2444436,163.1854155,148.0315312,163.3013413,172.6377666,165.6139386,173.6370251,186.0188536,174.7642821,183.2972128,198.686913,236.8312344,271.5343391,297.593713,310.4650706,350.5004315,400.6084925,428.0546375,458.174318,450.5466937,446.121846,430.9159356,428.0957075,437.4669251,391.8522943,406.5790526,414.9590022,410.6752077,459.3699804,485.0344039,357.7556994,359.642575,298.5428681,337.6512535,357.6376517,364.1367816,365.949108,357.7439701,376.3214783,353.8582633,373.0788754,411.0694403,463.5195926,519.5291523,592.5543381,686.5892204,793.8451916,765.6027167,808.7772607,872.4629903,880.2793909,957.5337459,983.3711122,917.9998018,900.498036,939.7455321,977.3459005,984.5706616,968.074022,1049.999875,1111.391858,1173.17371,1272.360669
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5369.109786,4000.916774,2321.152041,2447.503191,3237.926463,4929.057722,5299.641054,5331.023439,5712.589857,5269.033946,4953.651588,5364.838247,6219.581641,8190.111352,9718.973228,10443.52784,11502.75312,13757.60565,15889.43471,14475.96329,13731.28652,14694.99932,13508.6837,14136.39677,14187.96945,12285.30326,12821.17381,13902.63105,15460.41833,15563.81674,14808.46202,17789.93047,18466.09555,21865.45628,23931.45284
Haiti,HTI,70.80244544,68.9905651,70.44646171,72.39834935,78.45201585,83.63325142,85.74937381,84.21726767,82.40577176,86.12698034,71.45439906,76.81161507,77.27651826,95.13418026,113.0392606,133.6317921,169.0918881,178.6969127,180.3212539,196.2019686,246.4692716,258.4680431,252.6072506,272.823695,299.2471862,324.5751561,366.9973443,317.6355207,397.3653363,407.4987081,451.7202497,496.5459874,316.2765131,258.0663723,292.1342244,372.0061047,377.229465,425.1110859,465.3633063,509.5785853,820.6000468,748.8211598,720.969568,578.9952911,683.1852982,775.8457041,828.8057003,984.5669834,1094.660584,1196.852871,1209.727335,1312.039536,1361.393966,1457.832212,1460.188986,1411.126847,1318.402682,1395.239452,1496.38049,1352.172042,1290.325387,1835.443941,1760.626357,1705.758085,2142.623305
Hungary,HUN,,,,,,,,,476.4343501,527.2316176,559.1970913,606.8527386,709.6525026,875.9819999,955.8742078,1083.474733,1248.798513,1388.395099,1617.878534,1864.671889,2158.221814,2213.052677,2255.064057,2049.716179,1991.238948,2020.022866,2330.841883,2565.973911,2812.237546,2902.435081,3323.539672,3361.22268,3747.329664,3886.666084,4187.03118,4509.417409,4542.012038,4606.056973,4751.773243,4801.959496,4629.917608,5280.94888,6658.044943,8410.092482,10291.26947,11212.2047,11478.48916,13934.60546,15762.63225,13051.18318,13189.84339,14211.46056,12950.15945,13739.46202,14352.50188,12782.94126,13215.86053,14736.16682,16605.05705,17012.85986,16386.93088,19030.62813,18483.63669,22312.17903,23310.75127
IBRD only,IBD,161.7433422,161.8498575,160.9744716,173.4828417,192.1419873,205.8905765,207.8266381,208.8993856,216.3465909,235.9978542,251.0400097,267.4124291,294.8828867,374.1538136,463.6694177,490.766709,522.4889133,581.0912338,630.6612089,723.3877716,843.1018878,888.9905364,859.3330432,832.8477198,846.4542344,862.8496859,879.2180745,889.055439,932.9012528,954.5877299,1053.475735,1005.912248,1034.457213,1085.005353,1179.879062,1320.296042,1421.848246,1487.614313,1428.91191,1374.575709,1477.578631,1481.282283,1487.095462,1652.000101,1946.097498,2299.034578,2698.453696,3318.339479,3941.122194,3786.413605,4557.209203,5338.490088,5614.904444,5865.322642,6002.377185,5572.514111,5560.963294,6080.713266,6429.487613,6517.954322,6236.681205,7366.114738,7745.393066,7964.736753,8253.921253
IDA & IBRD total,IBT,153.55805,154.2638422,154.6591829,166.6770793,180.8346478,194.2437247,197.2283818,197.7015072,204.6065417,223.2328331,238.0641888,250.7082964,274.2846575,342.7343359,426.2546428,455.8876924,482.2308418,532.8126389,579.4947791,661.8182703,770.0964325,844.6013594,810.8468992,768.7349854,769.8161383,782.7455084,782.9869748,790.7883817,827.0148924,841.9390322,927.9441759,893.3871977,902.9333817,943.5991981,1017.987374,1142.907628,1233.557467,1285.790629,1239.713652,1162.572889,1251.569502,1248.716068,1256.008086,1391.632412,1632.39782,1918.536977,2246.056794,2740.428685,3242.349452,3106.564773,3712.168345,4320.709809,4529.033581,4729.04247,4841.00103,4494.441197,4467.698316,4853.165655,5111.821395,5169.581323,4932.646214,5764.255489,6043.777287,6162.305888,6351.481063
IDA total,IDA,109.342007,112.693024,118.243686,127.4642863,122.8526497,134.0456389,141.0432205,139.2375722,143.6373227,157.0213319,170.0776543,167.800875,175.058294,198.0443877,253.0974168,290.1921226,295.4174141,313.5898204,346.9777853,386.6267888,446.8227359,616.6373449,572.3566931,481.1224779,440.7847985,442.6360385,390.5607979,393.0877291,403.0000785,394.1576282,433.384978,455.4318251,395.1502763,404.1474067,407.3036545,482.3411222,541.4939686,552.6085871,561.1912892,408.3794754,457.6181153,441.6229011,464.7469599,511.7271846,585.5468604,664.759628,775.2771281,887.1203497,1031.722463,984.0916579,1108.428056,1224.232828,1263.086016,1344.913031,1417.696216,1350.628403,1316.751059,1358.710747,1409.898675,1434.204638,1374.492016,1465.046916,1551.173814,1480.943613,1486.647109
