,year,name,alpha_2,abb,christian,islam,buddhist,judaism,nonrelig,other,pop
341,1966,Belgium,BE,BEL,0.9471658858261113,0.0009275231126245465,4.343163781337162e-05,0.00366182339055548,0.047375819430389335,5.605099988989607e-05,9509197
342,1967,Belgium,BE,BEL,0.9417801047339704,0.0031489089548256744,0.00014659237644252133,0.0036007276007895884,0.051461986712029326,0.0001436605289136709,9550292
343,1968,Belgium,BE,BEL,0.9363140563290292,0.0058348014030473756,0.00026929531715051344,0.00353118960215528,0.055473479469673875,0.00028379262508386796,9587987
344,1969,Belgium,BE,BEL,0.9310297383723226,0.008169915622881375,0.0003721297376656814,0.0034690888110844574,0.058564553961825576,0.00047511230399539106,9622988
345,1970,Belgium,BE,BEL,0.9261874482187241,0.009350041425020713,0.00041601077050538527,0.0034299917149958575,0.05989995857497929,0.0007165492957746479,9656000
346,1971,Belgium,BE,BEL,0.9216182730474779,0.009626497908795363,0.0004168785119614924,0.003409135243894056,0.06001368195482684,0.0024866147834058613,9688674
347,1972,Belgium,BE,BEL,0.9171096905497165,0.009810528529146992,0.00041714317516217407,0.003391152840745023,0.060029937609577234,0.006475440554114272,9720883
348,1973,Belgium,BE,BEL,0.9128510675131194,0.009943744280511264,0.0004169977128711277,0.003375568795238637,0.060004391500753845,0.011512767401321736,9750653
349,1974,Belgium,BE,BEL,0.9090260285989712,0.010067802671354056,0.0004168364699894108,0.0033620034991759425,0.059991820798983964,0.016448315960203012,9776016
350,1975,Belgium,BE,BEL,0.9058143950995405,0.010223787646758551,0.0004173557937723328,0.0033499744767738642,0.06004665645737621,0.020147830525778457,9795000
351,1976,Belgium,BE,BEL,0.9031152817560585,0.010383796791563782,0.0004179615830101267,0.003338697513454795,0.06012683197149216,0.022963624905372477,9809514
352,1977,Belgium,BE,BEL,0.9006526777052467,0.010519259993856936,0.000418327019741187,0.003328087192830227,0.0601863545574484,0.025762998858025268,9822459
353,1978,Belgium,BE,BEL,0.8983423343386879,0.010669511679951057,0.00041898251114117207,0.003318199115540122,0.06027337998683256,0.028193455208430578,9833346
354,1979,Belgium,BE,BEL,0.8960994398420841,0.010873641709263521,0.0004202530683503614,0.003309188087532536,0.06043566302491371,0.029904115035539122,9841689
355,1980,Belgium,BE,BEL,0.893839646592871,0.01117091499949223,0.00042246369452625165,0.0033012084898953998,0.06072103178633086,0.03054473443688433,9847000
356,1981,Belgium,BE,BEL,0.8912055114058844,0.012020819043743709,0.00048203887418135627,0.0032934585253671434,0.06376060576895352,0.027822922390116862,9849828
357,1982,Belgium,BE,BEL,0.8880314280934771,0.013657216800411874,0.0006301534943472958,0.003285669854788598,0.07073807946105636,0.0213251332173721,9851568
358,1983,Belgium,BE,BEL,0.884521282010451,0.015780484163542996,0.00082868220854313,0.0032781917129140353,0.07953146825538189,0.01351711099358337,9852993
359,1984,Belgium,BE,BEL,0.880879714504866,0.018090836021426544,0.001039789529632987,0.003271577459246329,0.08801802640093298,0.0068646200526662985,9854879
360,1985,Belgium,BE,BEL,0.8773122337188071,0.02028809089064719,0.0012254006897950904,0.0032663826333941977,0.09407466017447758,0.00383323189287888,9858000
361,1986,Belgium,BE,BEL,0.873491775087526,0.022464837854389342,0.0014002330647754483,0.003260454396252479,0.09755865711801694,0.0034674947198637,9867643
362,1987,Belgium,BE,BEL,0.8690085554098911,0.02482103613485591,0.0015889355305263454,0.0032521137677435264,0.10012357263591852,0.0031734205445753108,9886493
363,1988,Belgium,BE,BEL,0.8639424292498089,0.027218395100117823,0.0017679602381979094,0.003242218926809897,0.1023436394898734,0.002956084404437628,9911422
364,1989,Belgium,BE,BEL,0.8583691146892523,0.029522699835732916,0.0019147221721125057,0.003231414362036123,0.10479288231637214,0.002819916611842221,9939301
365,1990,Belgium,BE,BEL,0.8523576803451389,0.03160429417076352,0.0020066218521119696,0.003220628072639711,0.10804203872780174,0.0027687368315440957,9967000
366,1991,Belgium,BE,BEL,0.84509630476416,0.03370706744253393,0.0020599307863255795,0.0032074922282611306,0.11318489698746122,0.0028632037963524427,10000336
367,1992,Belgium,BE,BEL,0.8363942824132694,0.03592277937834454,0.0021042769770628733,0.0031916178654519465,0.12007414113364076,0.0031494944845756228,10041929
368,1993,Belgium,BE,BEL,0.8272190374830893,0.03790574516449762,0.002137575573783595,0.003175869067521208,0.12744095660250535,0.0036101276357234048,10083854
369,1994,Belgium,BE,BEL,0.8184957264078758,0.03932196937277097,0.0021581931781052455,0.0031633140564919443,0.13405762653503306,0.004228623589248112,10118186
370,1995,Belgium,BE,BEL,0.8111110782282727,0.0398445299398244,0.0021642497780408406,0.003156752490875012,0.13873167603827563,0.004991713524711453,10137000
371,1996,Belgium,BE,BEL,0.8037100383863365,0.039266411546442816,0.002153211534573089,0.003208670656826625,0.14151196836028127,0.00825685296713062,10143453
372,1997,Belgium,BE,BEL,0.7953106592875728,0.03793440690095993,0.0021255070104873983,0.00334692456835001,0.14355342041263297,0.01483745409829248,10147226
373,1998,Belgium,BE,BEL,0.7873420063563461,0.03635150580221752,0.002083708737517821,0.003537280307888409,0.14533272395115313,0.022408785034261983,10150171
374,1999,Belgium,BE,BEL,0.7812363110076044,0.03502077575421424,0.0020304025627369475,0.003745268926656939,0.14732418606629963,0.028645447612324584,10154144
375,2000,Belgium,BE,BEL,0.778427713807696,0.03444542859954729,0.0019683102056884164,0.003936620411376833,0.15,0.03122192697569137,10161000
376,2001,Belgium,BE,BEL,0.7787201926836098,0.034631792854518596,0.0018201997213751655,0.004139913915468096,0.15381384551251176,0.0284823368286259,10187893
377,2002,Belgium,BE,BEL,0.7800627580731243,0.035190833412489506,0.001563143245599657,0.004373520946968813,0.15855975659793958,0.022025851999465416,10243463
378,2003,Belgium,BE,BEL,0.7811161556403171,0.03603001593422448,0.0012802435486939877,0.004587959410231112,0.16372868801110269,0.014401189052366788,10316787
379,2004,Belgium,BE,BEL,0.7805791896461843,0.03705917317980098,0.0010518479475691885,0.004736393592730169,0.1688394854639923,0.008081223898570156,10396940
380,2005,Belgium,BE,BEL,0.7771937362742289,0.0381934498233553,0.0009548362455838824,0.004774181227919412,0.17344600401031224,0.00543779241860021,10473000
381,2006,Belgium,BE,BEL,0.7689333581145538,0.039670593099315164,0.0010532334751299592,0.004650271866424165,0.17755722280909042,0.008183871597876653,10545620
382,2007,Belgium,BE,BEL,0.7552803945644309,0.041703643824095325,0.001339226582998111,0.004360535310310171,0.1814651078568807,0.015905504413300423,10622549
383,2008,Belgium,BE,BEL,0.7372463553774748,0.0441772880276926,0.0017802572969294462,0.0039314209947410705,0.18517235796223463,0.02772819642605056,10703509
384,2009,Belgium,BE,BEL,0.7158219935694656,0.046979218159961,0.0023442242587445174,0.003388882518770247,0.18868252279315478,0.042794930802745254,10788217
385,2010,Belgium,BE,BEL,0.6919723860709361,0.04999983910109922,0.0029999829906876313,0.0027582668705945306,0.19199992276852762,0.06026960219815481,10876395
386,1960,Burkina Faso,BF,BFO,0.03371331554693185,0.23,0.0,0.0,4.462769827795295e-05,0.7362420567547902,4123000
387,1961,Burkina Faso,BF,BFO,0.033539716108622,0.24846282341427756,0.0,0.0,4.729225687918159e-05,0.7208171721749471,4207877
388,1962,Burkina Faso,BF,BFO,0.03426058281969314,0.2647675387625554,0.0,0.0,5.0527711888658346e-05,0.7053913068585198,4294673
389,1963,Burkina Faso,BF,BFO,0.0356906735290293,0.2788343565280278,0.0,0.0,5.406848218135527e-05,0.6900513992786307,4383330
390,1964,Burkina Faso,BF,BFO,0.03765710110284544,0.29059694563290955,0.0,0.0,5.789273571340279e-05,0.674876407950215,4473791
391,1965,Burkina Faso,BF,BFO,0.039999780989925536,0.3,0.0,0.0,6.197985107314937e-05,0.6599382391590013,4566000
392,1966,Burkina Faso,BF,BFO,0.04620351563883104,0.3067723740272337,0.0,0.0,6.609392418726469e-05,0.6446655443574995,4660035
393,1967,Burkina Faso,BF,BFO,0.05750592090213018,0.31146173953413264,0.0,0.0,7.064712768963708e-05,0.6289543468168423,4756032
394,1968,Burkina Faso,BF,BFO,0.07058287889806572,0.315181674533015,0.0,0.0,7.540157519246974e-05,0.6135275782291343,4854010
395,1969,Burkina Faso,BF,BFO,0.0823665036197071,0.318960951087527,0.0,0.0,8.054110705063714e-05,0.5990504223664471,4953992
396,1970,Burkina Faso,BF,BFO,0.09003164556962025,0.32374723101265823,0.0,0.0,8.603639240506329e-05,0.5861350870253165,5056000
397,1971,Burkina Faso,BF,BFO,0.09373106388031761,0.32931613528628456,0.0,0.0,9.216427126874889e-05,0.5762168448735613,5153841
398,1972,Burkina Faso,BF,BFO,0.0960067352553381,0.335129452240267,0.0,0.0,9.909271094980174e-05,0.5687517615158593,5247611
399,1973,Burkina Faso,BF,BFO,0.09772443455932837,0.34155307916440597,0.0,0.0,0.00010641960858905366,0.5615220360596017,5346759
400,1974,Burkina Faso,BF,BFO,0.09967533698277833,0.3488793366612101,0.0,0.0,0.00011317149565287775,0.5525224699440863,5460739
401,1975,Burkina Faso,BF,BFO,0.10257188783711377,0.3573173781032327,0.0,0.0,0.00011912841578853366,0.539991605643865,5599000
402,1976,Burkina Faso,BF,BFO,0.10747146668754852,0.36932837297292354,0.0,0.0,0.00012177249000767029,0.5214147962544438,5797697
403,1977,Burkina Faso,BF,BFO,0.114148602031789,0.38499228463782,0.0,0.0,0.00012171734264322568,0.49838468881592446,6063228
404,1978,Burkina Faso,BF,BFO,0.1214981042108593,0.4013710118149579,0.0,0.0,0.00012153300761019884,0.4747978590066178,6360412
405,1979,Burkina Faso,BF,BFO,0.12871894961018554,0.4163115077209218,0.0,0.0,0.00012383411458532928,0.45345663243645273,6654063
406,1980,Burkina Faso,BF,BFO,0.13528730641192646,0.4283210305398755,0.0,0.0,0.00013026487190620929,0.4362613981762918,6909000
407,1981,Burkina Faso,BF,BFO,0.14280168964570975,0.4380371954622581,0.0,0.0,0.0003828358106246347,0.42086632120626705,7120546
408,1982,Burkina Faso,BF,BFO,0.15157182082764284,0.44689932332043175,0.0,0.0,0.0009913732344539593,0.404768490218273,7314097
409,1983,Burkina Faso,BF,BFO,0.1594574146591754,0.45490571733655344,0.0,0.0,0.0017757003862618366,0.38913973269955526,7499576
410,1984,Burkina Faso,BF,BFO,0.16448629109620494,0.46200667056767475,0.0,0.0,0.002571777290773318,0.3751182205783292,7686902
411,1985,Burkina Faso,BF,BFO,0.1648490996703018,0.4681197058077606,0.0,0.0,0.003227238143545524,0.3638039563783921,7886000
412,1986,Burkina Faso,BF,BFO,0.16190689639417705,0.4730512243942857,0.0,0.0,0.0038133976432061585,0.35790876839431535,8098290
413,1987,Burkina Faso,BF,BFO,0.15843697197314296,0.4769513083343813,0.0,0.0,0.004428722881646721,0.35732445312438005,8317522
414,1988,Burkina Faso,BF,BFO,0.1548624403104151,0.48021320259280204,0.0,0.0,0.004978746468963758,0.35909956673468263,8542110
415,1989,Burkina Faso,BF,BFO,0.15156186131522104,0.48319547481233893,0.0,0.0,0.005379190270983352,0.3605721019353022,8770465
416,1990,Burkina Faso,BF,BFO,0.14887234751694256,0.4862237529163426,0.0,0.0,0.005554938340184424,0.3593489612265304,9001000
417,1991,Burkina Faso,BF,BFO,0.14768733830808572,0.4886446953132128,0.0,0.0,0.0055876564417018364,0.3565584526903302,9228198
418,1992,Burkina Faso,BF,BFO,0.14835717701021026,0.4903069212248922,0.0,0.0,0.005597551738874714,0.3540187279705159,9453240
419,1993,Burkina Faso,BF,BFO,0.1504122583285207,0.4921856728369203,0.0,0.0,0.005573600845797904,0.3506464862761773,9684583
420,1994,Burkina Faso,BF,BFO,0.15341702545363442,0.49515793675440684,0.0,0.0,0.005506166544016504,0.3454731819077115,9930684
421,1995,Burkina Faso,BF,BFO,0.15696078431372548,0.5,0.0,0.0,0.005386764705882353,0.33765245098039215,10200000
422,1996,Burkina Faso,BF,BFO,0.16509936167055222,0.5109703432286781,0.0,0.0,0.005221805849266234,0.31856236495616364,10525286
