,year,name,christian,islam,buddhist,judaism,nonrelig,other,pop
2184,1952,DEN,4299267000,0,0,6118000,38288000,530000,4342729000
2185,1953,DEN,4328074000,0,0,6167000,42678000,378000,4375993000
2186,1954,DEN,4355866000,0,0,6216000,46292000,286000,4407904000
2187,1955,DEN,4384058000,0,0,6266000,48421000,255000,4439000000
2188,1956,DEN,4412222000,0,0,6314000,49321000,281000,4468479000
2189,1957,DEN,4439440000,0,0,6363000,49879000,343000,4496079000
2190,1958,DEN,4466387000,0,0,6412000,50327000,417000,4523139000
2191,1959,DEN,4493735000,0,0,6461000,50898000,479000,4551000000
2192,1960,DEN,4522160000,0,0,6510000,51825000,505000,4581000000
2193,1961,DEN,4552100000,0,0,6558000,54427000,468000,4614011000
2194,1962,DEN,4583147000,0,0,6607000,59111000,380000,4649296000
2195,1963,DEN,4614693000,0,0,6657000,64733000,275000,4685775000
2196,1964,DEN,4646134000,0,0,6706000,70152000,187000,4722369000
2197,1965,DEN,4676866000,0,0,6755000,74228000,151000,4758000000
2198,1966,DEN,4711488000,909000,58000,6806000,76705000,198000,4793302000
2199,1967,DEN,4750414000,3126000,214000,6860000,78488000,339000,4828998000
2200,1968,DEN,4786750000,5887000,441000,6912000,80173000,571000,4864144000
2201,1969,DEN,4813606000,8425000,712000,6960000,82355000,893000,4897793000
2202,1970,DEN,4824090000,9977000,1001000,6999000,85631000,1302000,4929000000
2203,1971,DEN,4822734000,10724000,1370000,7029000,95714000,6034000,4958890000
2204,1972,DEN,4819252000,11356000,1865000,7054000,114447000,17372000,4988306000
2205,1973,DEN,4814519000,11866000,2433000,7077000,136609000,32379000,5015877000
2206,1974,DEN,4809410000,12246000,3019000,7100000,156984000,48121000,5040232000
2207,1975,DEN,4804803000,12488000,3569000,7124000,170353000,61663000,5060000000
2208,1976,DEN,4800134000,12618000,4082000,7153000,177477000,74673000,5077442000
2209,1977,DEN,4794815000,12694000,4596000,7186000,183044000,89120000,5094427000
2210,1978,DEN,4789682000,12757000,5109000,7217000,187721000,102519000,5108991000
2211,1979,DEN,4785570000,12846000,5623000,7240000,192176000,112381000,5119170000
2212,1980,DEN,4783315000,13000000,6137000,7250000,197076000,116222000,5123000000
2213,1981,DEN,4782428000,14639000,6650000,7230000,202420000,111373000,5122064000
2214,1982,DEN,4781795000,18519000,7164000,7179000,207764000,99435000,5119832000
2215,1983,DEN,4781306000,23679000,7677000,7111000,213109000,84318000,5117168000
2216,1984,DEN,4780853000,29159000,8191000,7038000,218453000,69934000,5114936000
2217,1985,DEN,4780328000,34000000,8705000,6975000,223798000,60194000,5114000000
2218,1986,DEN,4779818000,37905000,9218000,6911000,228632000,54093000,5115419000
2219,1987,DEN,4779397000,41516000,9731000,6838000,232958000,48389000,5119298000
2220,1988,DEN,4778932000,45275000,10245000,6770000,237538000,43633000,5125067000
2221,1989,DEN,4778290000,49622000,10758000,6719000,243137000,40376000,5132158000
2222,1990,DEN,4777340000,55000000,11272000,6700000,250520000,39168000,5140000000
2223,1991,DEN,4772101000,62562000,11867000,6703000,264061000,39169000,5151897000
2224,1992,DEN,4760047000,72589000,12545000,6713000,285130000,39174000,5169578000
2225,1993,DEN,4743221000,84209000,13182000,6723000,309980000,39182000,5190110000
2226,1994,DEN,4723668000,96552000,13655000,6733000,334863000,39193000,5210561000
2227,1995,DEN,4703433000,108747000,13840000,6737000,356035000,39208000,5228000000
2228,1996,DEN,4675274000,121981000,12810000,6676000,374211000,45482000,5241609000
2229,1997,DEN,4636746000,136884000,10355000,6533000,392045000,61325000,5253481000
2230,1998,DEN,4597088000,151746000,7425000,6362000,408686000,82316000,5265050000
2231,1999,DEN,4565538000,164857000,4970000,6219000,423287000,104034000,5277745000
2232,2000,DEN,4551334000,174507000,3941000,6159000,435000000,122059000,5293000000
2233,2001,DEN,4549400000,181105000,3987000,6246000,443532000,136859000,5312732000
2234,2002,DEN,4548220000,186504000,4099000,6455000,450075000,151459000,5336705000
2235,2003,DEN,4547368000,191152000,4237000,6703000,456002000,165266000,5363111000
2236,2004,DEN,4546418000,195501000,4358000,6912000,462686000,177687000,5390145000
2237,2005,DEN,4544945000,200000000,4423000,7000000,471500000,188132000,5416000000
2238,2006,DEN,4542649000,204662000,4444000,6742000,483655000,197109000,5440675000
2239,2007,DEN,4539602000,209200000,4461000,6032000,499102000,205379000,5465377000
2240,2008,DEN,4535933000,213606000,4475000,4966000,517321000,212723000,5490104000
2241,2009,DEN,4531769000,217875000,4483000,3641000,537793000,218921000,5514856000
2242,2010,DEN,4527237000,222000000,4487000,2152000,560000000,223757000,5539634000
2243,1980,DJI,17600000,330875000,0,0,5467000,1058000,355000000
2244,1981,DJI,17539000,344915000,0,0,5549000,1533000,369054000
2245,1982,DJI,17502000,359256000,0,0,5633000,1962000,383602000
2246,1983,DJI,17483000,373890000,0,0,5718000,2312000,398624000
2247,1984,DJI,17476000,388807000,0,0,5804000,2547000,414096000
2248,1985,DJI,17475000,404000000,0,0,5892000,2633000,430000000
2249,1986,DJI,17996000,419606000,0,0,5980000,2618000,446623000
2250,1987,DJI,19286000,435646000,0,0,6071000,2582000,464018000
2251,1988,DJI,20934000,451933000,0,0,6162000,2540000,481801000
2252,1989,DJI,22529000,468280000,0,0,6255000,2504000,499589000
2253,1990,DJI,23660000,484500000,0,0,6350000,2490000,517000000
2254,1991,DJI,24432000,501028000,0,0,6462000,2523000,535032000
2255,1992,DJI,25175000,517990000,0,0,6591000,2602000,553944000
2256,1993,DJI,25806000,534731000,0,0,6715000,2696000,572239000
2257,1994,DJI,26243000,550599000,0,0,6806000,2775000,588423000
2258,1995,DJI,26408000,564940000,0,0,6843000,2809000,601000000
2259,1996,DJI,24742000,576723000,0,0,6599000,2626000,609485000
2260,1997,DJI,20772000,586543000,0,0,6018000,2190000,615606000
2261,1998,DJI,16032000,596182000,0,0,5324000,1671000,621184000
2262,1999,DJI,12062000,607424000,0,0,4743000,1235000,628041000
2263,2000,DJI,10397000,622050000,0,0,4500000,1053000,638000000
2264,2001,DJI,10444000,646491000,0,0,4665000,1182000,659721000
2265,2002,DJI,10568000,681593000,0,0,5084000,1491000,695304000
2266,2003,DJI,10741000,720756000,0,0,5640000,1861000,736726000
2267,2004,DJI,10935000,757383000,0,0,6217000,2170000,775966000
2268,2005,DJI,11125000,784875000,0,0,6700000,2300000,805000000
2269,2006,DJI,11313000,804999000,0,0,7089000,2264000,825640000
2270,2007,DJI,11522000,823419000,0,0,7465000,2155000,844532000
2271,2008,DJI,11751000,839375000,0,0,7826000,1965000,860898000
2272,2009,DJI,11996000,852111000,0,0,8171000,1688000,873960000
2273,2010,DJI,12256000,860868000,0,0,8500000,1318000,882943000
2274,1980,DMA,73940000,0,0,0,0,60000,74000000
2275,1981,DMA,73969000,0,0,0,0,210000,74488000
2276,1982,DMA,73987000,0,0,0,0,382000,74784000
2277,1983,DMA,73996000,0,0,0,0,572000,74936000
2278,1984,DMA,73999000,0,0,0,0,779000,74992000
2279,1985,DMA,74000000,0,0,0,0,1000000,75000000
2280,1986,DMA,73555000,0,9000,0,0,1293000,74736000
2281,1987,DMA,72484000,0,31000,0,0,1666000,74088000
2282,1988,DMA,71184000,0,58000,0,0,2035000,73272000
2283,1989,DMA,70050000,0,80000,0,0,2317000,72504000
2284,1990,DMA,69480000,0,90000,0,0,2430000,72000000
2285,1991,DMA,69360000,4000,85000,0,52000,2264000,71704000
2286,1992,DMA,69293000,17000,74000,0,198000,1868000,71432000
2287,1993,DMA,69243000,34000,61000,0,417000,1396000,71208000
2288,1994,DMA,69174000,52000,50000,0,691000,1000000,71056000
2289,1995,DMA,69050000,69000,46000,0,1000000,835000,71000000
2290,1996,DMA,68104000,85000,50000,0,1620000,1247000,71000000
2291,1997,DMA,66086000,103000,62000,0,2638000,2232000,71000000
2292,1998,DMA,63732000,121000,75000,0,3745000,3406000,71000000
2293,1999,DMA,61779000,133000,87000,0,4635000,4391000,71000000
2294,2000,DMA,60965000,139000,92000,0,5000000,4804000,71000000
2295,2001,DMA,61187000,124000,91000,0,4977000,4723000,71116000
2296,2002,DMA,61757000,90000,91000,0,4920000,4512000,71406000
2297,2003,DMA,62525000,48000,90000,0,4843000,4215000,71775000
2298,2004,DMA,63342000,14000,89000,0,4761000,3878000,72132000
2299,2005,DMA,64061000,0,88000,0,4690000,3547000,72386000
2300,2006,DMA,64680000,0,82000,0,4628000,3209000,72551000
2301,2007,DMA,65300000,0,68000,0,4566000,2826000,72702000
2302,2008,DMA,65920000,0,48000,0,4504000,2404000,72832000
2303,2009,DMA,66539000,0,25000,0,4442000,1947000,72934000
2304,2010,DMA,67160000,0,0,0,4380000,1460000,73000000
2305,1945,DOM,1879020000,0,0,0,0,100980000,1980000000
2306,1946,DOM,1921401000,0,18000,151000,664000,103294000,2027761000
2307,1947,DOM,1968324000,0,33000,279000,1180000,104697000,2077763000
2308,1948,DOM,2019344000,0,45000,377000,1549000,105418000,2129885000
2309,1949,DOM,2074022000,0,53000,440000,1771000,105684000,2184005000
2310,1950,DOM,2131914000,0,56000,463000,1845000,105722000,2240000000
2311,1951,DOM,2192368000,0,53000,446000,1653000,101256000,2295338000
2312,1952,DOM,2256417000,0,48000,403000,1195000,90609000,2350304000
2313,1953,DOM,2326141000,0,41000,345000,649000,77901000,2409001000
2314,1954,DOM,2403625000,0,34000,284000,191000,67254000,2475532000
2315,1955,DOM,2490952000,0,28000,231000,0,62789000,2554000000
2316,1956,DOM,2613853000,0,21000,177000,0,64009000,2672844000
2317,1957,DOM,2774466000,0,14000,116000,0,67201000,2834650000
2318,1958,DOM,2939480000,0,7000,59000,0,71656000,3004733000
2319,1959,DOM,3075583000,0,2000,16000,0,76670000,3148410000
2320,1960,DOM,3149465000,0,0,0,0,81535000,3231000000
2321,1961,DOM,3174485000,0,0,0,0,87467000,3262760000
2322,1962,DOM,3190124000,0,0,0,0,95028000,3282460000
2323,1963,DOM,3202252000,0,0,0,0,102523000,3298180000
2324,1964,DOM,3216738000,0,0,0,0,108261000,3317999000
2325,1965,DOM,3239450000,0,0,0,0,110550000,3350000000
2326,1966,DOM,3283860000,0,156000,32000,40344000,100260000,3428667000
2327,1967,DOM,3352506000,0,528000,112000,139034000,75723000,3565543000
2328,1968,DOM,3434856000,0,972000,211000,262551000,46437000,3734285000
2329,1969,DOM,3520377000,0,1344000,299000,377379000,21900000,3908551000
2330,1970,DOM,3598539000,0,1500000,350000,450000000,11611000,4062000000
2331,1971,DOM,3664251000,0,1422000,368000,487142000,25464000,4189110000
2332,1972,DOM,3724539000,0,1236000,382000,518214000,59370000,4307618000
2333,1973,DOM,3787043000,0,1014000,393000,543715000,101846000,4426071000
2334,1974,DOM,3859400000,0,828000,403000,564143000,141412000,4553016000
2335,1975,DOM,3949249000,0,750000,415000,580000000,166586000,4697000000
2336,1976,DOM,4087548000,0,880000,430000,591766000,178197000,4873656000
2337,1977,DOM,4279025000,0,1190000,447000,600682000,186273000,5080546000
2338,1978,DOM,4491970000,0,1560000,463000,608382000,193128000,5299108000
2339,1979,DOM,4694673000,0,1870000,475000,616500000,201074000,5510780000
2340,1980,DOM,4855425000,0,2000000,480000,626670000,212425000,5697000000
2341,1981,DOM,4971751000,0,1792000,430000,639930000,235879000,5856315000
2342,1982,DOM,5069434000,0,1296000,311000,655525000,271818000,6002939000
2343,1983,DOM,5159148000,0,704000,168000,672400000,310075000,6141805000
2344,1984,DOM,5251565000,0,208000,49000,689497000,340484000,6277847000
2345,1985,DOM,5357360000,0,0,0,705760000,352880000,6416000000
2346,1986,DOM,5499935000,166000,152000,0,723159000,344948000,6574174000
2347,1987,DOM,5673333000,563000,517000,0,742401000,326036000,6749106000
2348,1988,DOM,5844182000,1036000,952000,0,760535000,303463000,6913962000
2349,1989,DOM,5979112000,1433000,1317000,0,774609000,284551000,7041909000
2350,1990,DOM,6044752000,1600000,1470000,0,781672000,276620000,7106114000
2351,1991,DOM,6059992000,1433000,1317000,0,783603000,277283000,7123864000
2352,1992,DOM,6068769000,1036000,952000,0,784659000,278865000,7133854000
2353,1993,DOM,6075281000,563000,517000,0,785453000,280754000,7141357000
2354,1994,DOM,6083725000,166000,152000,0,786596000,282336000,7151647000
2355,1995,DOM,6098300000,0,0,0,788700000,283000000,7170000000
2356,1996,DOM,6136084000,182000,149000,10000,880247000,263803000,7266973000
2357,1997,DOM,6205939000,623000,509000,35000,1094542000,217254000,7475612000
2358,1998,DOM,6299733000,1159000,948000,64000,1349422000,159914000,7744918000
2359,1999,DOM,6409335000,1629000,1333000,89000,1562730000,108345000,8023892000
2360,2000,DOM,6526613000,1873000,1533000,100000,1652307000,79110000,8261536000
2361,2001,DOM,6668247000,1943000,1590000,100000,1652598000,67222000,8458546000
2362,2002,DOM,6847764000,2001000,1638000,100000,1652825000,57023000,8649492000
2363,2003,DOM,7052296000,2045000,1674000,100000,1652987000,49060000,8834176000
2364,2004,DOM,7268978000,2073000,1697000,100000,1653084000,43881000,9012405000
2365,2005,DOM,7484946000,2083000,1705000,100000,1653117000,42033000,9183984000
2366,2006,DOM,7701455000,1969000,1612000,100000,1627464000,44656000,9349652000
2367,2007,DOM,7927983000,1659000,1358000,100000,1557825000,52199000,9510070000
2368,2008,DOM,8163989000,1198000,980000,100000,1455181000,64175000,9664921000
2369,2009,DOM,8408935000,630000,515000,100000,1330511000,80094000,9813886000
2370,2010,DOM,8662283000,0,0,100000,1194797000,99468000,9956648000
2371,1960,DRC,11222901000,216980000,0,441000,2968000,2662710000,14106000000
2372,1961,DRC,11809011000,225176000,0,449000,3144000,2644605000,14683433000
2373,1962,DRC,12451670000,233372000,0,458000,3334000,2610485000,15302460000
2374,1963,DRC,13145728000,241568000,0,466000,3539000,2563958000,15959971000
2375,1964,DRC,13886034000,249764000,0,475000,3755000,2508637000,16652854000
2376,1965,DRC,14667439000,257961000,0,485000,3983000,2448132000,17378000000
2377,1966,DRC,15619031000,267468000,0,494000,4223000,2355180000,18245337000
2378,1967,DRC,16752829000,278287000,0,504000,4480000,2221356000,19262123000
2379,1968,DRC,17888072000,288450000,0,513000,4752000,2078527000,20271240000
2380,1969,DRC,18844002000,295990000,0,523000,5040000,1958559000,21115571000
2381,1970,DRC,19439860000,298941000,0,534000,5345000,1893320000,21638000000
2382,1971,DRC,19725733000,291336000,37000,544000,5676000,1872107000,21885621000
2383,1972,DRC,19914494000,273202000,134000,554000,6037000,1859281000,22047698000
2384,1973,DRC,20069558000,251558000,264000,565000,6415000,1849293000,22180366000
2385,1974,DRC,20254338000,233424000,403000,576000,6798000,1836597000,22339755000
2386,1975,DRC,20532249000,225820000,525000,587000,7172000,1815647000,22582000000
2387,1976,DRC,21046715000,241628000,630000,599000,7482000,1745904000,23037067000
2388,1977,DRC,21826244000,279812000,735000,613000,7737000,1618535000,23736143000
2389,1978,DRC,22761871000,326509000,839000,626000,8020000,1475548000,24587186000
2390,1979,DRC,23744631000,367859000,945000,636000,8413000,1358951000,25498152000
2391,1980,DRC,24665560000,390000000,1050000,640000,9000000,1310750000,26377000000
2392,1981,DRC,25532721000,396685000,1155000,632000,13990000,1316851000,27241405000
2393,1982,DRC,26419124000,401458000,1260000,611000,25639000,1333269000,28155848000
2394,1983,DRC,27313221000,405139000,1365000,584000,41093000,1357170000,29098487000
2395,1984,DRC,28203462000,408546000,1469000,555000,57497000,1385722000,30047484000
2396,1985,DRC,29078300000,412500000,1575000,530000,72000000,1416095000,30981000000
2397,1986,DRC,29880939000,417050000,1682000,504000,85053000,1463679000,31844881000
2398,1987,DRC,30619243000,421652000,1792000,475000,98560000,1533275000,32653691000
2399,1988,DRC,31378652000,426228000,1901000,448000,111840000,1606164000,33488660000
2400,1989,DRC,32244604000,430703000,2005000,427000,124213000,1663626000,34431019000
2401,1990,DRC,33302540000,435000000,2100000,420000,135000000,1686940000,35562000000
2402,1991,DRC,34905720000,438560000,2184000,421000,143192000,1685400000,37148245000
2403,1992,DRC,37087033000,441445000,2262000,425000,149454000,1681730000,39213535000
2404,1993,DRC,39451355000,444502000,2337000,430000,155605000,1677349000,41474802000
2405,1994,DRC,41603565000,448581000,2410000,436000,163468000,1673679000,43648979000
2406,1995,DRC,43148540000,454530000,2486000,441000,174863000,1672140000,45453000000
2407,1996,DRC,44099051000,474776000,2560000,446000,207453000,1866530000,46857408000
2408,1997,DRC,44822989000,515346000,2633000,451000,266196000,2330076000,48084762000
2409,1998,DRC,45457905000,567491000,2707000,457000,333859000,2883342000,49230012000
2410,1999,DRC,46141353000,622460000,2785000,461000,393205000,3346888000,50388108000
2411,2000,DRC,47010884000,671502000,2872000,463000,427000000,3541279000,51654000000
2412,2001,DRC,48155944000,721449000,2974000,452000,441455000,3531220000,53033373000
2413,2002,DRC,49526340000,778135000,3092000,427000,453837000,3507235000,54467314000
2414,2003,DRC,51050166000,831314000,3215000,398000,463491000,3478607000,55953868000
2415,2004,DRC,52655515000,870736000,3333000,373000,469763000,3454622000,57491081000
2416,2005,DRC,54270480000,886155000,3438000,363000,472000000,3444564000,59077000000
2417,2006,DRC,55903924000,886123000,3529000,363000,465608000,3446483000,60718061000
2418,2007,DRC,57610117000,885904000,3616000,367000,447744000,3452797000,62420167000
2419,2008,DRC,59385259000,885310000,3698000,374000,420376000,3464342000,64180558000
2420,2009,DRC,61225552000,884154000,3773000,387000,385472000,3481953000,65996475000
2421,2010,DRC,63127199000,882247000,3841000,407000,345000000,3506466000,67865160000
2422,1945,ECU,2502000000,0,0,0,0,278000000,2780000000
2423,1946,ECU,2563102000,0,0,0,0,291962000,2854185000
2424,1947,ECU,2635185000,0,0,0,0,304047000,2936595000
2425,1948,ECU,2716818000,0,0,0,0,313551000,3026413000
2426,1949,ECU,2806567000,0,0,0,0,319770000,3122820000
2427,1950,ECU,2903000000,0,0,0,0,322000000,3225000000
2428,1951,ECU,3015191000,0,0,0,0,320475000,3338938000
2429,1952,ECU,3146485000,0,0,0,0,316840000,3466545000
2430,1953,ECU,3286848000,0,0,0,0,312501000,3600882000
2431,1954,ECU,3426249000,0,0,0,0,308866000,3735012000
2432,1955,ECU,3554658000,0,0,0,0,307342000,3862000000
2433,1956,ECU,3668284000,0,0,0,0,309918000,3979206000
2434,1957,ECU,3774146000,0,0,0,0,316061000,4091375000
2435,1958,ECU,3878416000,0,0,0,0,323394000,4202641000
2436,1959,ECU,3987272000,0,0,0,0,329537000,4317138000
2437,1960,ECU,4106886000,0,0,0,0,332114000,4439000000
2438,1961,ECU,4238386000,0,0,0,0,329930000,4569207000
2439,1962,ECU,4378831000,0,0,0,0,323856000,4705514000
2440,1963,ECU,4528294000,0,0,0,0,314607000,4847219000
2441,1964,ECU,4686846000,0,0,0,0,302897000,4993615000
2442,1965,ECU,4854560000,0,0,0,0,289440000,5144000000
2443,1966,ECU,5046588000,0,104000,104000,988000,259416000,5299179000
2444,1967,ECU,5264520000,0,352000,352000,3344000,208201000,5460006000
2445,1968,ECU,5488086000,0,648000,648000,6156000,151801000,5625844000
2446,1969,ECU,5697012000,0,896000,896000,8512000,106222000,5796054000
2447,1970,ECU,5871027000,0,1000000,1000000,9500000,87473000,5970000000
2448,1971,ECU,6003180000,0,896000,896000,8512000,124446000,6148086000
2449,1972,ECU,6111444000,0,648000,648000,6156000,212614000,6331018000
2450,1973,ECU,6212929000,0,352000,352000,3344000,317848000,6518607000
2451,1974,ECU,6324747000,0,104000,104000,988000,406016000,6710664000
2452,1975,ECU,6464010000,0,0,0,0,442990000,6907000000
2453,1976,ECU,6650525000,0,55000,93000,1118000,426381000,7105487000
2454,1977,ECU,6881075000,0,191000,316000,3895000,386776000,7306526000
2455,1978,ECU,7138230000,0,367000,586000,7458000,339506000,7513722000
2456,1979,ECU,7404562000,0,539000,819000,10939000,299901000,7730678000
2457,1980,ECU,7662642000,0,666000,933000,13466000,283293000,7961000000
2458,1981,ECU,7920725000,0,749000,952000,15271000,290526000,8220293000
2459,1982,ECU,8190554000,0,823000,963000,17032000,308041000,8507795000
2460,1983,ECU,8459928000,0,889000,971000,18544000,329561000,8802550000
2461,1984,ECU,8716644000,0,947000,982000,19602000,348806000,9083603000
2462,1985,ECU,8948500000,0,1000000,1000000,20000000,359500000,9330000000
2463,1986,ECU,9182654000,0,1052000,1056000,19690000,363578000,9569269000
2464,1987,ECU,9429580000,0,1106000,1157000,18856000,367049000,9818668000
2465,1988,ECU,9652049000,0,1153000,1270000,17636000,369740000,10041832000
2466,1989,ECU,9812832000,0,1187000,1362000,16170000,371481000,10202397000
2467,1990,ECU,9874700000,0,1200000,1400000,14600000,372100000,10264000000
2468,1991,ECU,9781495000,0,1075000,1254000,12072000,371104000,10166864000
2469,1992,ECU,9559237000,0,777000,907000,8325000,368289000,9935232000
2470,1993,ECU,9293962000,0,422000,492000,4382000,363912000,9658768000
2471,1994,ECU,9071704000,0,124000,145000,1266000,358230000,9427136000
2472,1995,ECU,8978500000,0,0,0,0,351500000,9330000000
2473,1996,ECU,9204950000,116000,387000,135000,91338000,337647000,9642164000
2474,1997,ECU,9757791000,396000,1339000,457000,311953000,313029000,10399132000
2475,1998,ECU,10447258000,739000,2539000,842000,581743000,281549000,11331618000
2476,1999,ECU,11083589000,1041000,3672000,1164000,820609000,247107000,12170336000
2477,2000,ECU,11477020000,1200000,4422000,1300000,948450000,213608000,12646000000
2478,2001,ECU,11657559000,1244000,4820000,1289000,986987000,173880000,12815895000
2479,2002,ECU,11794550000,1276000,5136000,1261000,1014495000,125030000,12934599000
2480,2003,ECU,11907227000,1301000,5404000,1224000,1035701000,77368000,13028754000
2481,2004,ECU,12014826000,1323000,5660000,1184000,1055331000,41209000,13125006000
2482,2005,ECU,12136581000,1350000,5941000,1150000,1078113000,26865000,13250000000
2483,2006,ECU,12272540000,1380000,6244000,1120000,1104045000,31393000,13408253000
2484,2007,ECU,12409915000,1410000,6548000,1090000,1129978000,45819000,13585232000
2485,2008,ECU,12548684000,1440000,6852000,1060000,1155911000,71403000,13778999000
2486,2009,ECU,12688829000,1470000,7156000,1030000,1181844000,109405000,13987617000
2487,2010,ECU,12830327000,1500000,7460000,1000000,1207777000,161087000,14209150000
2488,1945,EGY,2888520000,15428230000,0,43159000,0,100091000,18460000000
2489,1946,EGY,3031775000,15557967000,0,56682000,0,182917000,18818944000
2490,1947,EGY,3142380000,15776827000,0,67073000,0,244906000,19199994000
2491,1948,EGY,3220803000,16065798000,0,74403000,0,287456000,19601671000
2492,1949,EGY,3267514000,16405867000,0,78748000,0,311961000,20022498000
2493,1950,EGY,3282980000,16778020000,0,80180000,0,319820000,20461000000
2494,1951,EGY,3253172000,17257200000,0,77293000,0,290917000,20920924000
2495,1952,EGY,3176998000,17887770000,0,69916000,0,221995000,21405719000
2496,1953,EGY,3074329000,18604850000,0,59974000,0,139734000,21913451000
2497,1954,EGY,2965035000,19343557000,0,49390000,0,70812000,22442188000
2498,1955,EGY,2868990000,20039010000,0,40090000,0,41910000,22990000000
2499,1956,EGY,2781008000,20683929000,0,30789000,0,71871000,23565895000
2500,1957,EGY,2687843000,21321570000,0,20205000,0,143317000,24173442000
2501,1958,EGY,2597270000,21962851000,0,10263000,0,228592000,24802541000
2502,1959,EGY,2517064000,22618688000,0,2886000,0,300038000,25443093000
2503,1960,EGY,2455000000,23300000000,0,0,0,330000000,26085000000
2504,1961,EGY,2403904000,24056265000,0,258000,0,302195000,26726524000
2505,1962,EGY,2354950000,24881569000,0,874000,0,235893000,27374673000
2506,1963,EGY,2313431000,25703741000,0,1609000,0,156758000,28032459000
2507,1964,EGY,2284637000,26450608000,0,2225000,0,90456000,28702897000
2508,1965,EGY,2273864000,27050000000,0,2484000,0,62652000,29389000000
2509,1966,EGY,2447090000,27477836000,0,2225000,0,74804000,30093254000
2510,1967,EGY,2860169000,27806954000,0,1609000,0,103784000,30814395000
2511,1968,EGY,3353199000,28110552000,0,874000,0,138372000,31549809000
2512,1969,EGY,3766278000,28461831000,0,258000,0,167352000,32296881000
2513,1970,EGY,3939505000,28933990000,0,0,0,179505000,33053000000
2514,1971,EGY,3811668000,29786527000,0,135000,0,162260000,33829308000
2515,1972,EGY,3506826000,31036713000,0,459000,0,121140000,34627962000
2516,1973,EGY,3142983000,32394400000,0,844000,0,72061000,35432862000
2517,1974,EGY,2838141000,33569442000,0,1168000,0,30941000,36227907000
2518,1975,EGY,2710305000,34271694000,0,1304000,0,13697000,36997000000
2519,1976,EGY,2837778000,34564153000,0,1199000,3120000,106842000,37707328000
2520,1977,EGY,3154350000,34750733000,0,950000,10560000,328959000,38370326000
2521,1978,EGY,3561246000,34902660000,0,653000,19440000,594067000,39036260000
2522,1979,EGY,3959694000,35091157000,0,404000,26880000,816184000,39755396000
2523,1980,EGY,4250920000,35387450000,0,300000,30000000,909330000,40578000000
2524,1981,EGY,4425791000,36061644000,0,337000,26880000,853795000,41559333000
2525,1982,EGY,4560556000,37191914000,0,431000,19440000,718457000,42688487000
2526,1983,EGY,4684509000,38561588000,0,555000,10560000,550213000,43916476000
2527,1984,EGY,4826943000,39953990000,0,685000,3120000,395962000,45194309000
2528,1985,EGY,5017153000,41152450000,0,794000,0,302603000,46473000000
2529,1986,EGY,5359288000,42205973000,0,890000,22299000,257075000,47784912000
2530,1987,EGY,5857958000,43263807000,0,992000,75698000,216885000,49165270000
2531,1988,EGY,6393145000,44259634000,0,1086000,139947000,184779000,50569372000
2532,1989,EGY,6844832000,45127137000,0,1160000,194797000,163502000,51952515000
2533,1990,EGY,7093000000,45800000000,0,1200000,220000000,155800000,53270000000
2534,1991,EGY,7180135000,46250189000,0,1216000,223306000,537613000,54470246000
2535,1992,EGY,7238928000,46565247000,0,1231000,225943000,1448093000,55585274000
2536,1993,EGY,7284664000,46852220000,0,1241000,227873000,2534794000,56695779000
2537,1994,EGY,7332627000,47218154000,0,1248000,229059000,3445274000,57882456000
2538,1995,EGY,7398104000,47770094000,0,1251000,229463000,3827088000,59226000000
2539,1996,EGY,7485547000,49354876000,0,1120000,229335000,3431505000,60918820000
2540,1997,EGY,7587906000,52207033000,0,810000,229030000,2488192000,62935572000
2541,1998,EGY,7703208000,55515149000,0,440000,228665000,1362302000,65030313000
2542,1999,EGY,7829483000,58467810000,0,130000,228360000,418989000,66957103000
2543,2000,EGY,7964760000,60253600000,0,0,228233000,23407000,68470000000
2544,2001,EGY,8117326000,61017105000,0,0,253554000,73065000,69540846000
2545,2002,EGY,8291537000,61540425000,0,0,317469000,191481000,70396735000
2546,2003,EGY,8479515000,61968417000,0,0,401899000,332815000,71174601000
2547,2004,EGY,8673385000,62445936000,0,0,488768000,451231000,72011377000
2548,2005,EGY,8865270000,63117840000,0,0,560000000,500890000,73044000000
2549,2006,EGY,9055386000,64086119000,0,0,616191000,499801000,74331024000
2550,2007,EGY,9249142000,65327056000,0,0,669820000,492178000,75822989000
2551,2008,EGY,9446442000,66796939000,0,0,720632000,471489000,77494797000
2552,2009,EGY,9647194000,68452058000,0,0,768369000,431200000,79321352000
2553,2010,EGY,9851305000,70248701000,0,0,812776000,364777000,81277560000
2554,1970,EQG,256908000,1301000,0,0,12810000,19981000,291000000
2555,1971,EQG,240017000,1325000,0,0,10698000,20173000,272432000
2556,1972,EQG,224570000,1350000,0,0,8833000,20290000,255457000
2557,1973,EQG,211598000,1375000,0,0,7344000,20350000,241166000
2558,1974,EQG,202131000,1400000,0,0,6357000,20372000,230650000
2559,1975,EQG,197199000,1425000,0,0,6000000,20376000,225000000
2560,1976,EQG,195044000,1446000,0,0,6156000,20058000,222341000
2561,1977,EQG,193264000,1463000,0,0,6528000,19294000,220129000
2562,1978,EQG,191918000,1483000,0,0,6972000,18370000,218446000
2563,1979,EQG,191067000,1510000,0,0,7344000,17570000,217375000
2564,1980,EQG,190770000,1550000,0,0,7500000,17180000,217000000
