name,abb,year,christian,islam,buddhist,nonrelig,judaism,other,pop
JOR,JOR,1980,142920,2722640,0,36500,0,20940,2923000
JOR,JOR,1985,196997,3582840,0,0,0,53163,3833000
JOR,JOR,1990,132850,4043700,0,70000,0,12450,4259000
JOR,JOR,1995,389838,4973140,0,0,0,10022,5373000
JOR,JOR,2000,200070,6468930,0,0,0,0,6669000
JOR,JOR,2005,164190,5308810,0,0,0,0,5473000
JOR,JOR,2010,183363,5928782,0,0,0,3,6112148
JPN,JPN,1945,697767,0,49081430,629705,0,55251055,72147000
JPN,JPN,1950,676000,0,59852100,1572000,0,65478339,85503000
JPN,JPN,1955,899530,0,62014000,3624350,249,68174428,89020000
JPN,JPN,1960,3000000,0,65251200,6276700,499,71390295,93216000
JPN,JPN,1965,2938560,0,68566400,8629049,748,75026490,97952000
JPN,JPN,1970,3089578,0,72382100,10981399,997,79210020,103403000
JPN,JPN,1975,3347189,40000,79016830,11358874,1063,85507065,111573000
JPN,JPN,1980,3997800,80000,85269110,11736350,1130,89557074,116807000
JPN,JPN,1985,3625110,120000,90127750,12068175,1740,92729961,120837000
JPN,JPN,1990,3704340,160000,92138500,12300000,2350,94819563,123478000
JPN,JPN,1995,3764159,176936,92849280,14464679,1935,96429336,125472000
JPN,JPN,2000,2975133,190000,83732611,14191968,1400,97428221,126714000
JPN,JPN,2005,2999997,195000,89000000,15332760,1220,107454056,127773000
JPN,JPN,2010,2499998,195001,88035713,12107911,1000,108469000,127451704
KEN,KEN,1965,5667984,389960,0,1335,583,3689138,9749000
KEN,KEN,1970,6954849,735554,0,2002,700,3553895,11247000
KEN,KEN,1975,8716385,838427,50,3001,840,3854297,13413000
KEN,KEN,1980,11452100,941300,100,4000,980,4268520,16667000
KEN,KEN,1985,14886320,1219980,150,12500,1290,4212760,20333000
KEN,KEN,1990,18867000,1680000,200,21000,1600,3462200,24032000
KEN,KEN,1995,24049800,2032672,461,22592,1693,4414782,30522000
KEN,KEN,2000,23881200,2406400,722,45000,1787,3744891,30080000
KEN,KEN,2005,29036215,3193162,1118,65000,1500,2970005,35267000
KEN,KEN,2010,32402646,4198090,1266,133500,1300,3450306,40187108
KIR,KIR,2000,97970,0,13,500,0,2517,101000
KIR,KIR,2005,88320,0,24,700,0,2956,92000
KIR,KIR,2010,98880,0,13,1030,0,3077,103000
KUW,KUW,1960,14780,341077,0,0,0,10143,366000
KUW,KUW,1965,24640,437000,0,0,0,13360,475000
KUW,KUW,1970,37350,672300,0,0,0,37350,747000
KUW,KUW,1975,40280,936510,0,0,0,30210,1007000
KUW,KUW,1980,66900,1274100,0,0,0,29000,1370000
KUW,KUW,1985,83988,1599600,0,0,0,36412,1720000
KUW,KUW,1990,101000,1919999,0,7500,0,112501,2141000
KUW,KUW,1995,79768,1507350,0,10000,0,93882,1691000
KUW,KUW,2000,0,1591600,0,0,0,380400,1972000
KUW,KUW,2005,0,2035048,0,0,0,209952,2245000
KUW,KUW,2010,0,2478497,0,0,0,217071,2695568
KYR,KYR,1995,489000,3263300,18500,609060,5400,128740,4514000
KYR,KYR,2000,818830,3760200,0,93980,500,25490,4699000
KYR,KYR,2005,720160,4116294,0,102880,500,204166,5144000
KYR,KYR,2010,540229,4132536,0,268268,500,423839,5365372
KZK,KZK,1995,4526802,7551000,17200,3855840,14400,100758,16066000
KZK,KZK,2000,4070200,7569340,0,4542440,5500,35520,16223000
KZK,KZK,2005,4614100,7750583,0,2700000,4200,78117,15147000
KZK,KZK,2010,4731595,9678983,0,1880000,3300,21970,16315848
LAO,LAO,1955,58320,3627,1179000,36484,0,666569,1944000
LAO,LAO,1960,70000,4255,1402200,67568,0,792977,2337000
LAO,LAO,1965,52620,4882,1499670,98652,0,975176,2631000
LAO,LAO,1970,53166,5509,1637377,129736,0,1136212,2962000
LAO,LAO,1975,59612,21254,1632960,135568,0,1174606,3024000
LAO,LAO,1980,66500,37000,1698650,141400,0,1261450,3205000
LAO,LAO,1985,105300,27500,1868880,133730,0,1458590,3594000
LAO,LAO,1990,106500,18000,2143020,126060,0,1808420,4202000
LAO,LAO,1995,138374,12205,2538640,94215,0,2098566,4882000
LAO,LAO,2000,108659,54330,3573450,60000,0,1636561,5433000
LAO,LAO,2005,85183,56790,3849930,66104,0,1620993,5679000
LAO,LAO,2010,92112,61408,4159404,68000,0,1759978,6140902
LAT,LAT,1995,1359175,6108,121,1132200,10389,8007,2516000
LAT,LAT,2000,1285590,300,100,1050000,6005,15005,2357000
LAT,LAT,2005,1324373,380,87,950000,6100,20060,2301000
LAT,LAT,2010,1772369,320,167,450000,6000,13962,2242818
LBR,LBR,1945,80000,65000,0,0,0,461000,606000
LBR,LBR,1950,125989,99495,0,0,0,598516,824000
LBR,LBR,1955,150000,118642,0,0,0,645358,914000
LBR,LBR,1960,103560,93240,0,0,0,469200,666000
LBR,LBR,1965,207634,135100,0,0,0,622266,965000
LBR,LBR,1970,344710,176082,0,0,0,743208,1264000
LBR,LBR,1975,486204,255621,0,19387,0,801788,1563000
LBR,LBR,1980,651700,335160,0,23606,0,851534,1862000
LBR,LBR,1985,777960,388980,0,28744,0,965316,2161000
LBR,LBR,1990,866520,433260,0,35000,0,1072220,2407000
LBR,LBR,1995,998800,441600,0,42617,0,1276983,2760000
LBR,LBR,2000,1230057,630800,0,50234,0,1242909,3154000
LBR,LBR,2005,2281310,466760,0,52120,0,533810,3334000
LBR,LBR,2010,3542240,468918,0,41673,0,114513,4167344
LEB,LEB,1945,601357,543320,0,0,0,11323,1156000
LEB,LEB,1950,721500,596189,0,0,0,125311,1443000
LEB,LEB,1955,851750,675751,0,0,0,85499,1613000
LEB,LEB,1960,982000,819000,0,0,0,56000,1857000
LEB,LEB,1965,1169975,878610,0,24690,0,77725,2151000
LEB,LEB,1970,1357950,938220,0,49380,0,123450,2469000
LEB,LEB,1975,1402925,1043185,0,59990,0,260900,2767000
LEB,LEB,1980,1447900,1148151,0,70600,0,2349,2669000
LEB,LEB,1985,1334000,1333980,0,0,0,20,2668000
LEB,LEB,1990,1200000,1355000,0,0,0,0,2555000
LEB,LEB,1995,1222699,1782299,0,0,0,4002,3009000
LEB,LEB,2000,1267291,1870739,65640,75000,0,3330,3282000
LEB,LEB,2005,1661374,2204280,75018,122460,0,18868,4082000
LEB,LEB,2010,1660967,2203740,75000,122430,0,18863,4081000
LES,LES,1970,867092,546,0,618,0,195744,1064000
LES,LES,1975,1029295,593,0,659,0,156453,1187000
LES,LES,1980,1191500,640,0,700,0,146160,1339000
LES,LES,1985,1362730,745,0,2050,0,137475,1503000
LES,LES,1990,1612530,850,0,3400,0,166220,1783000
LES,LES,1995,1824570,920,0,4154,0,197356,2027000
LES,LES,2000,1907000,1000,0,14500,0,230500,2153000
LES,LES,2005,1842825,1200,0,4213,0,146762,1995000
LES,LES,2010,1972951,1600,0,5800,0,114545,2094896
LIB,LIB,1950,35819,950947,0,0,0,33234,1020000
LIB,LIB,1955,37107,1072543,0,0,0,16350,1126000
LIB,LIB,1960,38000,1121000,0,0,0,141000,1300000
LIB,LIB,1965,47010,1471774,0,0,0,48216,1567000
LIB,LIB,1970,55650,1769350,0,0,0,30000,1855000
LIB,LIB,1975,68925,2098000,0,0,20,63055,2230000
LIB,LIB,1980,82200,2589160,400,2900,40,68300,2743000
LIB,LIB,1985,90000,3271490,0,0,0,12510,3374000
LIB,LIB,1990,99999,4026470,5066,3666,33,15766,4151000
LIB,LIB,1995,103533,5144790,0,0,0,158677,5407000
LIB,LIB,2000,168150,5436850,0,0,0,0,5605000
LIB,LIB,2005,118460,5745310,0,0,0,59230,5923000
LIB,LIB,2010,195273,6310833,0,0,0,3000,6509106
LIE,LIE,1990,27120,600,0,870,40,370,29000
LIE,LIE,1995,28428,1319,0,1022,41,190,31000
LIE,LIE,2000,29285,1593,66,941,26,1089,33000
LIE,LIE,2005,30158,1776,0,1260,33,1773,35000
LIE,LIE,2010,31031,1960,148,1952,40,629,35760
LIT,LIT,1995,3172884,7614,788,520100,5681,7933,3715000
LIT,LIT,2000,3115606,3012,429,475000,5500,70453,3670000
LIT,LIT,2005,2935356,2869,214,450000,5750,19811,3414000
LIT,LIT,2010,2755107,2727,0,505000,6000,52198,3321032
LUX,LUX,1945,279687,50,0,704,870,1689,283000
LUX,LUX,1950,293857,100,0,691,699,653,296000
LUX,LUX,1955,302786,200,0,677,671,666,305000
LUX,LUX,1960,311714,299,0,664,643,680,314000
LUX,LUX,1965,322192,399,0,7232,670,1507,332000
LUX,LUX,1970,325050,498,0,10800,698,1954,339000
LUX,LUX,1975,343964,1349,0,11450,704,1533,359000
LUX,LUX,1980,347660,2199,0,12100,710,1331,364000
LUX,LUX,1985,349465,2950,0,12724,705,1156,367000
LUX,LUX,1990,352790,3900,0,23148,700,1462,382000
LUX,LUX,1995,376823,5850,0,25171,699,1457,410000
LUX,LUX,2000,404690,6000,0,17800,600,1910,431000
LUX,LUX,2005,436200,9000,0,17500,650,1650,465000
LUX,LUX,2010,460637,10139,0,25101,600,9361,505838
MAA,MAA,1960,5868,981090,0,0,0,4042,991000
MAA,MAA,1965,6257,1085040,0,0,0,4703,1096000
MAA,MAA,1970,6674,1212494,0,646,0,1186,1221000
MAA,MAA,1975,7116,1343580,0,723,0,19581,1371000
MAA,MAA,1980,7560,1519980,0,800,0,22660,1551000
MAA,MAA,1985,8245,1730680,0,1500,0,25575,1766000
MAA,MAA,1990,8930,1972970,0,2200,0,18900,2003000
MAA,MAA,1995,8088,2261160,0,2415,0,12337,2284000
MAA,MAA,2000,7248,2597000,0,5600,0,60152,2670000
MAA,MAA,2005,7489,2789760,0,3061,0,105690,2906000
MAA,MAA,2010,8718,3212166,0,3560,0,87068,3311512
MAC,MAC,1995,1216107,658375,0,87389,956,173,1963000
MAC,MAC,2000,1318658,674499,0,30000,0,843,2024000
MAC,MAC,2005,1314733,688931,0,34537,0,299,2038500
MAC,MAC,2010,1310808,703363,0,39075,0,3371,2056617
MAD,MAD,1965,263,108000,0,0,0,737,109000
MAD,MAD,1970,229,111000,0,0,0,9771,121000
MAD,MAD,1975,199,128690,1310,2,0,799,131000
MAD,MAD,1980,170,155420,1580,6,0,824,158000
MAD,MAD,1985,264,172000,1840,20,0,9876,184000
MAD,MAD,1990,360,214230,1100,60,0,250,216000
MAD,MAD,1995,883,241460,1474,178,0,10005,254000
MAD,MAD,2000,1300,280280,1200,0,0,3220,286000
MAD,MAD,2005,1335,288120,1233,0,0,3312,294000
MAD,MAD,2010,1441,311056,1331,0,0,3577,317405
MAG,MAG,1960,2563326,84574,1608,2835,77,2714580,5367000
MAG,MAG,1965,2965092,99604,1834,3447,90,3009933,6080000
MAG,MAG,1970,3455264,117306,2092,4191,105,3281042,6860000
MAG,MAG,1975,3794484,138153,2386,5095,122,3837760,7778000
MAG,MAG,1980,4510880,159000,2680,6000,140,4393300,9072000
MAG,MAG,1985,5009750,199700,2840,19000,170,4753540,9985000
MAG,MAG,1990,5896410,239700,3000,32000,200,5025690,11197000
MAG,MAG,1995,8113115,288038,3493,43452,219,6425683,14874000
MAG,MAG,2000,9825986,460434,0,74751,0,5580829,15942000
MAG,MAG,2005,10372048,797849,0,94500,262,6465341,17730000
MAG,MAG,2010,12031782,1123633,5135,125000,308,7252922,20538780
MAL,MAL,1960,400463,3810540,500000,17147,0,5057850,9786000
MAL,MAL,1965,447780,3952400,578324,19811,0,4211685,9210000
MAL,MAL,1970,543620,5195285,656648,22889,0,3971558,10390000
MAL,MAL,1975,747610,5963000,773324,26444,0,4415622,11926000
MAL,MAL,1980,911600,6923000,890000,30000,0,5009400,13764000
MAL,MAL,1985,1183450,7840500,1097670,52500,0,5506880,15681000
MAL,MAL,1990,1421116,10409703,3233048,78131,0,2622002,17764000
MAL,MAL,1995,1711549,12317727,3765398,90997,0,2803329,20689000
MAL,MAL,2000,1890213,13243537,4226360,106994,0,2776896,22244000
MAL,MAL,2005,2114485,15480000,4829980,100000,0,3275535,25800000
MAL,MAL,2010,2338758,17263000,5433600,50000,0,3214642,28300000
MAS,MAS,1970,297531,132119,5811,2001,0,391538,829000
MAS,MAS,1975,324795,145509,5605,2950,0,413141,892000
MAS,MAS,1980,349960,158900,5400,3900,0,447840,966000
MAS,MAS,1985,345825,168000,4050,14950,0,488175,1021000
MAS,MAS,1990,351790,175000,2700,26000,0,503510,1059000
MAS,MAS,1995,356110,190740,2786,23949,0,548415,1122000
MAS,MAS,2000,373012,184647,4040,15200,0,581101,1158000
MAS,MAS,2005,394747,207525,3145,12146,0,625437,1243000
MAS,MAS,2010,416484,221778,2251,9092,0,630906,1280511
MAW,MAW,1965,2199998,750000,0,425,67,957510,3908000
MAW,MAW,1970,2709383,750216,0,507,82,1145812,4606000
MAW,MAW,1975,3264691,826858,0,603,100,1143748,5236000
MAW,MAW,1980,3900000,903500,0,700,117,1241683,6046000
MAW,MAW,1985,4488350,1411800,0,7133,135,1151582,7059000
MAW,MAW,1990,5352920,1657800,0,13567,152,1264561,8289000
MAW,MAW,1995,6730375,1566080,0,24514,183,1466848,9788000
MAW,MAW,2000,6890909,1688144,0,55000,197,2290750,10925000
MAW,MAW,2005,8664396,1801506,0,75000,237,1799861,12341000
MAW,MAW,2010,10452600,2110934,0,87882,278,1809005,14460699
MEX,MEX,1945,20896200,0,0,0,17574,1316226,22230000
MEX,MEX,1950,25659609,0,0,0,17574,1698817,27376000
MEX,MEX,1955,25659000,0,0,0,17574,1699426,27376000
MEX,MEX,1960,34271000,0,0,192963,100750,1757287,36322000
MEX,MEX,1965,36828500,0,0,0,50000,1621500,38500000
MEX,MEX,1970,47914284,15000,15000,2037562,35000,579154,50596000
MEX,MEX,1975,63095110,20900,20800,3802000,17500,623690,67580000
MEX,MEX,1980,65340680,0,0,1881000,0,348320,67570000
MEX,MEX,1985,73529400,120000,19000,0,75000,1721600,75465000
MEX,MEX,1990,80606800,0,0,2451100,105000,63100,83226000
MEX,MEX,1995,87909596,128584,11470,2250550,61000,125800,90487000
MEX,MEX,2000,95812392,257168,22940,2050000,122001,616499,98881000
MEX,MEX,2005,97293942,206112,24190,6092334,128646,201776,103947000
MEX,MEX,2010,108811290,3760,0,3052509,67476,401503,112336538
MLD,MLD,1995,4122440,31819,0,141920,50299,1522,4348000
MLD,MLD,2000,4125000,0,0,150000,65700,39300,4380000
MLD,MLD,2005,3318141,64119,0,390000,7500,40240,3820000
MLD,MLD,2010,2925500,128238,0,500000,3900,4520,3562158
MLI,MLI,1960,51138,3310500,0,2903,0,1010459,4375000
MLI,MLI,1965,62999,3703200,0,3492,0,884309,4654000
MLI,MLI,1970,77611,4400377,0,4201,0,1001811,5484000
MLI,MLI,1975,96782,5000000,0,4700,0,512518,5614000
MLI,MLI,1980,181800,6312550,0,6080,0,594570,7095000
MLI,MLI,1985,168900,6630740,0,7314,0,759046,7566000
MLI,MLI,1990,156000,7163200,0,8800,0,828000,8156000
MLI,MLI,1995,222939,9557550,0,10586,0,1003925,10795000
MLI,MLI,2000,368900,10080350,0,12373,0,772377,11234000
MLI,MLI,2005,325211,10607200,0,11500,0,788089,11732000
MLI,MLI,2010,407068,12754822,0,25200,0,381871,13568961
MLT,MLT,1965,317435,0,0,1376,50,139,319000
MLT,MLT,1970,301304,0,0,1494,50,152,303000
MLT,MLT,1975,301594,0,0,1621,50,735,304000
MLT,MLT,1980,320154,0,0,1747,50,2049,324000
MLT,MLT,1985,334627,0,0,1874,50,3449,340000
MLT,MLT,1990,350140,1250,0,2000,50,560,354000
MLT,MLT,1995,365041,1093,0,3906,53,907,371000
MLT,MLT,2000,371280,728,9,7780,97,9106,389000
MLT,MLT,2005,387285,2838,810,6500,58,6509,404000
MLT,MLT,2010,401633,4122,0,6200,60,896,412911
MNC,MNC,1995,29105,136,0,2166,539,54,32000
MNC,MNC,2000,28250,1197,0,2500,500,436,32883
MNC,MNC,2005,27399,730,0,3385,500,86,32100
MNC,MNC,2010,26550,264,0,4270,500,1521,33105
MON,MON,1945,1731,5579,68354,344380,0,333956,754000
MON,MON,1950,2010,11796,58905,343716,0,349573,766000
MON,MON,1955,2358,24938,50762,380560,0,377382,836000
MON,MON,1960,2707,38080,42619,466180,0,402414,952000
MON,MON,1965,3055,29773,34476,588600,0,434096,1090000
MON,MON,1970,3403,21466,26333,741691,0,455107,1248000
MON,MON,1975,8173,23833,250228,650700,0,513066,1446000
MON,MON,1980,12945,26200,474122,564740,0,582993,1661000
MON,MON,1985,13816,40600,698017,619740,0,505827,1878000
MON,MON,1990,22487,95000,921911,700750,0,475852,2216000
MON,MON,1995,27257,93880,1145806,586750,0,493307,2347000
MON,MON,2000,23242,79860,1732962,276581,0,549355,2662000
MON,MON,2005,24882,85500,1850000,296115,0,593503,2850000
MON,MON,2010,53170,82380,1455388,850000,0,305078,2746016
MOR,MOR,1955,632500,9698640,0,0,210840,20,10542000
MOR,MOR,1960,349110,11081000,0,0,160000,46890,11637000
MOR,MOR,1965,396637,12534300,0,0,180000,83063,13194000
MOR,MOR,1970,243000,14623270,0,0,21219,85511,14973000
MOR,MOR,1975,197100,16770000,0,0,16000,22900,17006000
MOR,MOR,1980,151200,19138680,0,5000,15000,22120,19332000
MOR,MOR,1985,305704,21417690,0,7000,15000,90606,21836000
MOR,MOR,1990,334470,23923175,0,115000,15000,99355,24487000
MOR,MOR,1995,1805,26102400,0,0,12000,269795,26386000
MOR,MOR,2000,25000,28002800,0,0,5000,318200,28351000
MOR,MOR,2005,301720,29843108,0,0,5000,22172,30172000
MOR,MOR,2010,317760,31430015,0,0,6000,22277,31776052
MSI,MSI,1995,53240,0,0,520,0,2240,56000
MSI,MSI,2000,57400,0,0,850,0,5750,64000
MSI,MSI,2005,51347,0,0,773,0,1880,54000
MSI,MSI,2010,50971,0,0,1200,0,2395,54566
MYA,MYA,1950,727351,650868,14031137,20774,209,2401661,17832000
MYA,MYA,1955,1027748,710434,14866360,35207,209,2921043,19561000
MYA,MYA,1960,1349526,770000,16766250,49641,208,3419375,22355000
MYA,MYA,1965,1336791,901350,18305680,64074,208,3609899,24218000
MYA,MYA,1970,1393749,1032699,20862636,78507,207,3666202,27034000
MYA,MYA,1975,1933395,1150350,22929200,84254,229,4072576,30170000
MYA,MYA,1980,2473040,1268000,25227750,90000,250,4577960,33637000
MYA,MYA,1985,2237250,1357000,29946775,110000,300,4989675,38641000
MYA,MYA,1990,2488600,1080000,32049350,160000,350,5575700,41354000
MYA,MYA,1995,3157420,1804240,33355000,205000,186,6584156,45106000
MYA,MYA,2000,3210000,1824440,34909000,122171,50,5545339,45611000
MYA,MYA,2005,4429920,2214960,41406500,270225,25,7052370,55374000
MYA,MYA,2010,4565000,2450000,43983776,286983,25,7522183,58807968
MZM,MZM,1975,3805865,1240000,148,7500,190,4065297,9119000
MZM,MZM,1980,4700000,1815450,295,12000,180,5575075,12103000
MZM,MZM,1985,4962000,2080200,443,33500,170,6791687,13868000
MZM,MZM,1990,5384000,2264160,591,55000,160,6447089,14151000
MZM,MZM,1995,7432920,2787680,738,69792,178,7131692,17423000
MZM,MZM,2000,7571947,4329600,886,102500,197,7674870,19680000
MZM,MZM,2005,8746666,4224000,1695,136890,194,6310555,19420000
MZM,MZM,2010,10340024,5320442,1900,192300,218,5986966,21841850
NAM,NAM,1990,1248000,200,0,12800,1600,89400,1352000
NAM,NAM,1995,1400596,3068,0,17811,1792,112733,1536000
NAM,NAM,2000,1471479,11874,0,32500,0,210147,1726000
NAM,NAM,2005,1693277,9700,0,36557,0,217465,1957000
NAM,NAM,2010,1865944,10200,0,41443,2466,224711,2144764
NAU,NAU,2000,12870,0,0,0,0,130,13000
NAU,NAU,2005,12610,0,200,0,0,190,13000
NAU,NAU,2010,9638,0,0,0,0,299,9937
NEP,NEP,1945,3,71100,1064500,332,0,5974065,7110000
NEP,NEP,1950,48,152523,1146203,1908,0,6561318,7862000
NEP,NEP,1955,1792,215761,1082566,10943,0,7165938,8477000
NEP,NEP,1960,3536,279000,1018930,19978,0,7941556,9263000
NEP,NEP,1965,5279,296945,1123210,29012,0,8756554,10211000
NEP,NEP,1970,7023,314891,1330576,38047,0,9636463,11327000
NEP,NEP,1975,6531,359445,1530200,41023,0,10897801,12835000
NEP,NEP,1980,6040,424000,1756080,44000,0,12403880,14634000
NEP,NEP,1985,265020,567000,1958880,52000,0,13481100,16324000
NEP,NEP,1990,524000,710000,1992210,60000,0,14824790,18111000
NEP,NEP,1995,542797,643680,2574720,68025,0,17626778,21456000
NEP,NEP,2000,399997,1005060,2584440,76050,0,19864453,23930000
NEP,NEP,2005,387848,1083715,2490269,63025,0,21318143,25343000
NEP,NEP,2010,375697,1162370,2396099,50000,0,22510338,26494504
NEW,NEW,1945,1680548,189,918,18939,3493,23913,1728000
NEW,NEW,1950,1859593,300,1000,28506,3091,15510,1908000
NEW,NEW,1955,2069282,475,1089,46130,3267,15757,2136000
NEW,NEW,1960,2264441,649,1178,63755,3443,38534,2372000
NEW,NEW,1965,2507639,824,1266,81379,3619,33273,2628000
NEW,NEW,1970,2681122,998,1355,99003,3795,24727,2811000
NEW,NEW,1975,2873329,1099,1447,168706,4097,34322,3083000
NEW,NEW,1980,2836440,1200,1540,238410,4400,31010,3113000
NEW,NEW,1985,2852040,3500,14120,337735,4500,35105,3247000
NEW,NEW,1990,2830080,5800,26700,437060,4600,57760,3362000
NEW,NEW,1995,2698123,21630,43473,672980,4462,101332,3542000
NEW,NEW,2000,2535249,35000,41709,1033471,7500,209071,3862000
NEW,NEW,2005,2235307,46326,86935,1620169,4445,140818,4134000
NEW,NEW,2010,2361557,48943,91846,1711677,4696,148771,4367490
NIC,NIC,1945,912867,0,0,0,0,10133,923000
NIC,NIC,1950,1052000,0,0,0,0,0,1052000
NIC,NIC,1955,1213000,0,0,0,0,32000,1245000
NIC,NIC,1960,1374000,0,0,0,0,37000,1411000
NIC,NIC,1965,1504181,0,0,0,0,36819,1541000
NIC,NIC,1970,1902333,0,1000,20530,200,128937,2053000
NIC,NIC,1975,2268816,0,1000,13465,200,124519,2408000
NIC,NIC,1980,2635300,0,1000,6400,200,128100,2771000
NIC,NIC,1985,3224000,0,0,29800,0,18200,3272000
NIC,NIC,1990,3716900,710,4200,47000,400,101790,3871000
NIC,NIC,1995,4307600,786,5017,136097,248,89252,4539000
NIC,NIC,2000,4898300,863,5835,225195,497,43310,5174000
NIC,NIC,2005,4907725,1500,0,490500,0,50275,5450000
NIC,NIC,2010,5242544,1602,0,523963,0,53706,5821815
NIG,NIG,1960,16521997,15200800,340,69960,0,10511903,42305000
NIG,NIG,1965,18470398,18983640,404,89712,0,11131846,48676000
NIG,NIG,1970,21788872,22617710,480,115041,0,10547897,55070000
NIG,NIG,1975,27618798,27642855,570,147520,795,7359462,62770000
NIG,NIG,1980,33291760,32668000,660,180000,797,5882783,72024000
NIG,NIG,1985,42889800,47758800,2830,190000,798,4847772,95690000
NIG,NIG,1990,44038540,42899000,5000,200000,800,9010660,96154000
NIG,NIG,1995,47688800,52361000,5477,258171,801,11407751,111722000
NIG,NIG,2000,49263166,60000000,5954,316343,200,10414337,120000000
NIG,NIG,2005,56317628,66214665,7000,385115,100,10842492,133767000
NIG,NIG,2010,64726375,78284656,8229,484129,100,10606927,154110416
NIR,NIR,1960,10000,2180160,0,1911,0,835929,3028000
NIR,NIR,1965,12780,2770270,0,2228,0,727722,3513000
NIR,NIR,1970,15562,3400711,0,2598,0,605129,4024000
NIR,NIR,1975,19999,3956000,0,3029,0,620972,4600000
NIR,NIR,1980,24640,4915680,0,3531,0,642149,5586000
NIR,NIR,1985,45020,5881120,0,4117,0,677743,6608000
NIR,NIR,1990,65400,6970000,0,4800,0,690800,7731000
NIR,NIR,1995,52829,8450430,0,5596,0,642145,9151000
NIR,NIR,2000,379700,9817950,0,8950,0,523400,10730000
NIR,NIR,2005,446864,11590000,0,10533,0,580603,12628000
NIR,NIR,2010,584548,13714412,0,15200,0,674269,14988429
NOR,NOR,1945,3051167,124,0,23058,559,92,3075000
NOR,NOR,1950,3240433,402,0,23087,836,242,3265000
NOR,NOR,1955,3333509,1300,0,68540,838,22813,3427000
NOR,NOR,1960,3426585,2198,0,107430,841,43946,3581000
NOR,NOR,1965,3519138,3095,0,148920,870,50977,3723000
NOR,NOR,1970,3590168,3993,100,232620,899,49220,3877000
NOR,NOR,1975,3623033,4096,7027,320560,924,51360,4007000
NOR,NOR,1980,3655897,4200,13955,367740,950,43258,4086000
NOR,NOR,1985,3713291,9059,20882,373770,885,35113,4153000
NOR,NOR,1990,3819633,13919,27809,339280,820,39539,4241000
NOR,NOR,1995,3962924,18778,34737,261540,821,80200,4359000
NOR,NOR,2000,3956900,62000,40000,326000,1200,78900,4465000
NOR,NOR,2005,4168814,76621,9505,345000,1300,21760,4623000
NOR,NOR,2010,4103723,99500,13450,540000,823,127586,4885082
NTH,NTH,1955,9958686,22648,1386,742249,14451,11580,10751000
NTH,NTH,1960,10476421,35211,2266,919329,14503,32270,11480000
NTH,NTH,1965,10936461,47775,3147,1096408,22303,185906,12292000
NTH,NTH,1970,11212975,60338,4027,1273487,30104,451069,13032000
NTH,NTH,1975,11312510,101169,4113,1682128,31052,522028,13653000
NTH,NTH,1980,11419245,142000,4200,2090769,32000,455786,14144000
NTH,NTH,1985,11427907,338000,36000,2499410,29000,153683,14484000
NTH,NTH,1990,11346000,533000,48000,2908051,26000,90949,14952000
NTH,NTH,1995,11215247,626500,102930,3316692,25471,172160,15459000
NTH,NTH,2000,10625781,780000,157860,4050000,24942,147417,15786000
NTH,NTH,2005,10570926,897600,194208,4157560,25786,473920,16320000
NTH,NTH,2010,9626041,963526,201012,5648257,25700,147986,16612522
OMA,OMA,1970,0,745000,0,0,0,0,745000
OMA,OMA,1975,0,841000,0,0,0,0,841000
OMA,OMA,1980,9320,1091000,0,2400,0,27280,1130000
OMA,OMA,1985,11751,1338000,0,0,0,75249,1425000
OMA,OMA,1990,93400,1710525,13000,3800,0,179275,2000000
OMA,OMA,1995,106500,2139556,0,0,0,153944,2400000
OMA,OMA,2000,71500,2376959,5400,0,0,99441,2553300
OMA,OMA,2005,83500,2412319,5140,0,0,99041,2600000
OMA,OMA,2010,99499,2678195,8900,0,0,193360,2979954
PAK,PAK,1950,936227,67158000,198000,3783,198,6323792,74620000
PAK,PAK,1955,1087362,76809460,258500,9328,284,6241066,84406000
PAK,PAK,1960,1350422,90308040,310000,14874,370,6753294,98737000
PAK,PAK,1965,1711482,105146730,161669,20419,456,6020244,113061000
PAK,PAK,1970,2506636,124130072,4338,25964,542,2056448,128724000
PAK,PAK,1975,2146317,67121350,3369,20982,446,1740536,71033000
PAK,PAK,1980,1786000,79277760,2400,16000,350,1498490,82581000
PAK,PAK,1985,2811000,92013120,38700,53000,525,1555655,96472000
PAK,PAK,1990,3836000,106633800,75000,90000,700,1768500,112404000
PAK,PAK,1995,3391078,124026804,85697,111349,781,2255291,129871000
PAK,PAK,2000,2660210,149741271,90000,152000,0,3839527,156483008
PAK,PAK,2005,2617319,147326963,88548,149549,0,3777621,153960000
PAK,PAK,2010,2863590,161189415,96880,163620,0,4133071,168446576
PAL,PAL,1995,12470,340,170,340,0,3680,17000
PAL,PAL,2000,15570,450,162,50,0,2768,19000
PAL,PAL,2005,18100,500,150,300,0,2950,22000
PAL,PAL,2010,18391,470,182,326,0,2001,21370
PAN,PAN,1945,700400,0,0,0,0,2600,703000
PAN,PAN,1950,787000,0,0,0,0,8000,795000
PAN,PAN,1955,936540,0,0,0,0,9460,946000
PAN,PAN,1960,1113440,0,0,0,0,12560,1126000
PAN,PAN,1965,1256930,30000,750,0,1000,14320,1303000
PAN,PAN,1970,1415422,55000,1500,0,2000,32078,1506000
PAN,PAN,1975,1605770,0,0,0,1000,116230,1723000
