name,abb,year,christian,islam,buddhist,nonrelig,judaism,other,pop
DJI,DJI,1980,17600,330875,0,5467,0,1058,355000
DJI,DJI,1985,17475,404000,0,5892,0,2633,430000
DJI,DJI,1990,23660,484500,0,6350,0,2490,517000
DJI,DJI,1995,26408,564940,0,6843,0,2809,601000
DJI,DJI,2000,10397,622050,0,4500,0,1053,638000
DJI,DJI,2005,11125,784875,0,6700,0,2300,805000
DJI,DJI,2010,12256,860869,0,8500,0,1318,882943
DMA,DMA,1980,73940,0,0,0,0,60,74000
DMA,DMA,1985,74000,0,0,0,0,1000,75000
DMA,DMA,1990,69480,0,90,0,0,2430,72000
DMA,DMA,1995,69050,69,46,1000,0,835,71000
DMA,DMA,2000,60965,139,92,5000,0,4804,71000
DMA,DMA,2005,64061,0,88,4690,0,3547,72386
DMA,DMA,2010,67160,0,0,4380,0,1460,73000
DOM,DOM,1945,1879020,0,0,0,0,100980,1980000
DOM,DOM,1950,2131914,0,56,1845,463,105722,2240000
DOM,DOM,1955,2490952,0,28,0,231,62789,2554000
DOM,DOM,1960,3149465,0,0,0,0,81535,3231000
DOM,DOM,1965,3239450,0,0,0,0,110550,3350000
DOM,DOM,1970,3598539,0,1500,450000,350,11611,4062000
DOM,DOM,1975,3949249,0,750,580000,415,166586,4697000
DOM,DOM,1980,4855425,0,2000,626670,480,212425,5697000
DOM,DOM,1985,5357360,0,0,705760,0,352880,6416000
DOM,DOM,1990,6044752,1600,1470,781672,0,276620,7106114
DOM,DOM,1995,6098300,0,0,788700,0,283000,7170000
DOM,DOM,2000,6526613,1873,1533,1652307,100,79110,8261536
DOM,DOM,2005,7484946,2083,1705,1653117,100,42033,9183984
DOM,DOM,2010,8662283,0,0,1194797,100,99468,9956648
DRC,DRC,1960,11222901,216980,0,2968,441,2662710,14106000
DRC,DRC,1965,14667439,257961,0,3983,485,2448132,17378000
DRC,DRC,1970,19439860,298941,0,5345,534,1893320,21638000
DRC,DRC,1975,20532249,225820,525,7172,587,1815647,22582000
DRC,DRC,1980,24665560,390000,1050,9000,640,1310750,26377000
DRC,DRC,1985,29078300,412500,1575,72000,530,1416095,30981000
DRC,DRC,1990,33302540,435000,2100,135000,420,1686940,35562000
DRC,DRC,1995,43148540,454530,2486,174863,441,1672140,45453000
DRC,DRC,2000,47010884,671502,2872,427000,463,3541279,51654000
DRC,DRC,2005,54270480,886155,3438,472000,363,3444564,59077000
DRC,DRC,2010,63127199,882247,3841,345000,407,3506466,67865160
DRV,,1955,2416300,0,7948900,11348000,0,4256800,25970000
DRV,,1960,2953200,0,10465000,13215000,0,5566800,32200000
DRV,,1965,3206800,54215,10662400,15428000,0,5768585,35120000
DRV,,1970,3590905,55638,12035100,17131500,0,6666857,39480000
DRV,,1975,2258300,57097,3162880,15450080,0,3103643,24032000
DRV,,1980,5180559,58595,4835880,39836320,0,3820646,53732000
DRV,,1985,4950279,60133,5388480,44305280,0,5167828,59872000
DRV,,1990,4682900,61710,5960970,47687760,0,7839660,66233000
DRV,,1995,5906662,63329,6641370,54082680,0,7098959,73793000
DRV,,2000,6869052,84832,39916000,29697504,0,3264612,79832000
DRV,,2005,8334760,88606,41553000,28089828,0,5039806,83106000
DRV,,2010,8004439,93736,43079830,32002160,0,4737859,87918024
ECU,ECU,1945,2502000,0,0,0,0,278000,2780000
ECU,ECU,1950,2903000,0,0,0,0,322000,3225000
ECU,ECU,1955,3554658,0,0,0,0,307342,3862000
ECU,ECU,1960,4106886,0,0,0,0,332114,4439000
ECU,ECU,1965,4854560,0,0,0,0,289440,5144000
ECU,ECU,1970,5871027,0,1000,9500,1000,87473,5970000
ECU,ECU,1975,6464010,0,0,0,0,442990,6907000
ECU,ECU,1980,7662642,0,666,13466,933,283293,7961000
ECU,ECU,1985,8948500,0,1000,20000,1000,359500,9330000
ECU,ECU,1990,9874700,0,1200,14600,1400,372100,10264000
ECU,ECU,1995,8978500,0,0,0,0,351500,9330000
ECU,ECU,2000,11477020,1200,4422,948450,1300,213608,12646000
ECU,ECU,2005,12136581,1350,5941,1078113,1150,26865,13250000
ECU,ECU,2010,12830327,1500,7460,1207777,1000,161087,14209151
EGY,EGY,1945,2888520,15428230,0,0,43159,100091,18460000
EGY,EGY,1950,3282980,16778020,0,0,80180,319820,20461000
EGY,EGY,1955,2868990,20039010,0,0,40090,41910,22990000
EGY,EGY,1960,2455000,23300000,0,0,0,330000,26085000
EGY,EGY,1965,2273864,27050000,0,0,2484,62652,29389000
EGY,EGY,1970,3939505,28933990,0,0,0,179505,33053000
EGY,EGY,1975,2710305,34271694,0,0,1304,13697,36997000
EGY,EGY,1980,4250920,35387450,0,30000,300,909330,40578000
EGY,EGY,1985,5017153,41152450,0,0,794,302603,46473000
EGY,EGY,1990,7093000,45800000,0,220000,1200,155800,53270000
EGY,EGY,1995,7398104,47770094,0,229463,1251,3827088,59226000
EGY,EGY,2000,7964760,60253600,0,228233,0,23407,68470000
EGY,EGY,2005,8865270,63117840,0,560000,0,500890,73044000
EGY,EGY,2010,9851306,70248701,0,812776,0,364777,81277560
EQG,EQG,1970,256908,1301,0,12810,0,19981,291000
EQG,EQG,1975,197199,1425,0,6000,0,20376,225000
EQG,EQG,1980,190770,1550,0,7500,0,17180,217000
EQG,EQG,1985,284570,4255,0,6240,0,16935,312000
EQG,EQG,1990,318600,6960,0,11000,0,11440,348000
EQG,EQG,1995,339545,11653,0,11370,0,16432,379000
EQG,EQG,2000,394530,18700,0,14500,0,25270,453000
EQG,EQG,2005,526785,24665,0,18000,0,39550,609000
EQG,EQG,2010,622914,27500,0,24000,0,23881,698295
ERI,ERI,1995,1539364,1542000,0,60000,0,29636,3171000
ERI,ERI,2000,1812203,1925000,0,65000,0,47797,3850000
ERI,ERI,2005,2012850,2370690,0,55755,0,33705,4473000
ERI,ERI,2010,3009808,2100000,0,66898,0,57744,5234450
EST,EST,1995,647267,3982,487,794845,1622,35797,1484000
EST,EST,2000,401015,1726,774,760000,3200,229285,1396000
EST,EST,2005,390579,1863,1087,842500,2450,107521,1346000
EST,EST,2010,380141,2000,1401,925000,1700,29732,1339974
ETH,ETH,1945,8110359,4918820,0,0,20490,4152331,17202000
ETH,ETH,1950,8487851,5306940,0,0,21139,5757070,19573000
ETH,ETH,1955,8882912,5730000,0,0,21808,4465280,19100000
ETH,ETH,1960,10232470,7245000,0,0,22476,3200054,20700000
ETH,ETH,1965,11249499,7717660,0,0,23145,3708696,22699000
ETH,ETH,1970,12798354,7653372,0,0,23813,4150461,24626000
ETH,ETH,1975,15382676,8130600,0,2500,28906,3557318,27102000
ETH,ETH,1980,17967000,9319500,0,5000,34000,3739500,31065000
ETH,ETH,1985,24156800,14161600,0,35000,22000,5879600,44255000
ETH,ETH,1990,29253960,16540480,0,65000,10000,5819560,51689000
ETH,ETH,1995,32575450,19270180,0,76045,10975,4744350,56677000
ETH,ETH,2000,38159809,20608195,0,98200,11950,3686846,62565000
ETH,ETH,2005,42171769,27234000,0,79500,8500,3550231,73044000
ETH,ETH,2010,50654152,28332765,0,105200,4500,3182183,82278800
ETM,ETM,2005,972160,7936,0,3770,0,8134,992000
ETM,ETM,2010,1105222,7894,1127,4365,0,9171,1127779
FIJ,FIJ,1970,262522,40404,0,2553,0,214521,520000
FIJ,FIJ,1975,288710,44902,0,3200,0,232188,569000
FIJ,FIJ,1980,315460,49400,0,4100,0,265040,634000
FIJ,FIJ,1985,350700,50000,0,6550,0,289750,697000
FIJ,FIJ,1990,415840,50600,0,9000,100,255460,731000
FIJ,FIJ,1995,485735,47760,0,8594,104,253807,796000
FIJ,FIJ,2000,449482,54323,0,10500,0,302695,817000
FIJ,FIJ,2005,448500,57750,0,12500,111,306139,825000
FIJ,FIJ,2010,549963,51559,0,9042,0,248754,859318
FIN,FIN,1945,3738694,570,0,77534,1517,1685,3820000
FIN,FIN,1950,3888684,640,0,112252,1506,5918,4009000
FIN,FIN,1955,4031299,710,0,155465,1494,46032,4235000
FIN,FIN,1960,4169858,781,0,198679,1483,59199,4430000
FIN,FIN,1965,4308416,851,0,241892,1471,11370,4564000
FIN,FIN,1970,4323418,921,0,248724,1460,31477,4606000
FIN,FIN,1975,4342197,930,0,310926,1475,55472,4711000
FIN,FIN,1980,4367880,940,0,372840,1490,36850,4780000
FIN,FIN,1985,4410722,4370,0,441180,1370,44358,4902000
FIN,FIN,1990,4437525,7800,2000,508572,1250,28853,4986000
FIN,FIN,1995,4444851,12181,2677,618068,1241,28982,5108000
FIN,FIN,2000,4468908,16563,3354,667704,1232,18239,5176000
FIN,FIN,2005,4422378,23712,4879,771162,1249,22620,5246000
FIN,FIN,2010,4258941,24245,4988,890650,1277,183807,5363908
FRN,FRN,1945,37239888,168108,995,1910038,364863,16108,39700000
FRN,FRN,1950,38511767,199498,2992,2491639,398996,131108,41736000
FRN,FRN,1955,38955930,236749,8996,3195133,436321,594871,43428000
FRN,FRN,1960,39808773,274000,15001,3898626,473645,1213955,45684000
FRN,FRN,1965,42091117,814753,21005,4602120,510970,718035,48758000
FRN,FRN,1970,43475937,1355506,27009,5105613,548294,255641,50768000
FRN,FRN,1975,44111544,1602753,97244,6009107,543547,334805,52699000
FRN,FRN,1980,44747150,1850000,167478,6412600,538800,163972,53880000
FRN,FRN,1985,45233457,1655000,217713,7436950,556900,183980,55284000
FRN,FRN,1990,44618413,1810000,307948,9161300,575000,262339,56735000
FRN,FRN,1995,43939194,2677400,378182,10185650,581390,377184,58139000
FRN,FRN,2000,42875006,4450000,594540,10500000,620000,40454,59080000
FRN,FRN,2005,42399613,5500000,609960,10674300,600000,1212127,60996000
FRN,FRN,2010,44023361,4950000,650755,12008726,480000,609718,62722560
FSM,FSM,1995,97966,0,550,852,0,5632,105000
FSM,FSM,2000,100952,0,622,3056,0,14370,119000
FSM,FSM,2005,90100,0,570,2800,0,15530,109000
FSM,FSM,2010,96000,0,650,3500,0,10821,110971
GAB,GAB,1960,286740,2365,0,0,0,196895,486000
GAB,GAB,1965,311640,3000,0,0,0,147360,462000
GAB,GAB,1970,362200,3805,0,0,0,137995,504000
GAB,GAB,1975,471871,4902,0,1750,0,114477,593000
GAB,GAB,1980,525000,6000,0,3500,0,156500,691000
GAB,GAB,1985,685540,8280,0,5250,0,103930,803000
GAB,GAB,1990,806600,40000,0,7000,0,81400,935000
GAB,GAB,1995,946880,79645,0,11946,0,37529,1076000
GAB,GAB,2000,936379,147120,0,16893,0,125608,1226000
GAB,GAB,2005,963099,157560,0,18500,0,173841,1313000
GAB,GAB,2010,1047752,210332,0,22500,0,121630,1402214
GAM,GAM,1965,12997,330000,0,1777,0,59226,404000
GAM,GAM,1970,14576,385214,0,2011,0,60199,462000
GAM,GAM,1975,18347,438160,0,2752,0,64741,524000
GAM,GAM,1980,22100,506850,0,3423,0,68627,601000
GAM,GAM,1985,31238,667500,0,4259,0,72003,775000
GAM,GAM,1990,37260,790760,0,5300,0,87680,921000
GAM,GAM,1995,44806,990900,0,6594,0,68700,1111000
GAM,GAM,2000,39687,1174500,0,7888,0,82925,1305000
GAM,GAM,2005,45673,1299360,0,8711,0,82256,1436000
GAM,GAM,2010,74920,1548362,0,8900,0,88221,1720403
GHA,GHA,1960,2981878,810240,0,0,0,2984882,6777000
GHA,GHA,1965,3668638,939720,298,5676,0,3216668,7831000
GHA,GHA,1970,4403670,1193227,299,8978,0,3026826,8633000
GHA,GHA,1975,5100000,1494963,299,11589,0,3219149,9826000
GHA,GHA,1980,5800000,1796700,300,14200,0,3196800,10808000
GHA,GHA,1985,7100000,2012000,320,31100,0,3573580,12717000
GHA,GHA,1990,8280300,2930000,340,48000,0,3759360,15018000
GHA,GHA,1995,10150510,3464972,372,55844,0,3666302,17338000
GHA,GHA,2000,10986230,3787000,404,1202603,0,4235763,20212000
GHA,GHA,2005,12666130,3404843,431,806411,0,4465185,21343000
GHA,GHA,2010,16879326,4223515,0,1439835,0,1454576,23997252
GMY,,1955,65259703,285361,0,2836549,17116,1909271,70308000
GMY,,1960,67766735,450000,0,3708063,22169,717033,72664000
GMY,,1965,70456017,709625,0,4207910,41441,646007,76061000
GMY,,1970,69758473,969250,0,5467420,60714,1516143,77772000
GMY,,1975,69568264,1228875,0,6452360,46507,1400994,78697000
GMY,,1980,68644120,1488500,5000,7589713,32800,514867,78275000
GMY,,1985,66967170,1463000,0,8609751,23032,556047,77619000
GMY,GMY,1990,62557600,2850000,75000,13360000,47000,512400,79402000
GMY,GMY,1995,60917960,3258506,79843,15365036,135319,1904336,81661000
GMY,GMY,2000,56327135,3000000,80000,21800000,187500,825365,82220000
GMY,GMY,2005,54399203,3500000,82000,19054252,189000,5239545,82464000
GMY,GMY,2010,57827992,4000000,245000,18790764,119000,716220,81698976
GNB,GNB,1975,66700,190100,0,0,0,370200,627000
GNB,GNB,1980,97160,249920,0,900,0,433020,781000
GNB,GNB,1985,112970,286770,0,8690,0,460570,869000
GNB,GNB,1990,115320,318120,0,13600,0,516960,964000
GNB,GNB,1995,142554,374150,0,14628,0,537668,1069000
GNB,GNB,2000,145500,505200,0,15657,0,546643,1213000
GNB,GNB,2005,158866,556919,0,19200,0,591015,1326000
GNB,GNB,2010,160848,589777,0,24000,0,703159,1477784
GRC,GRC,1945,7218442,73000,0,0,8500,58,7300000
GRC,GRC,1950,7439871,112665,0,121,6325,7018,7566000
GRC,GRC,1955,7843845,110332,0,3848,6062,1913,7966000
GRC,GRC,1960,8204821,108000,0,7574,5800,805,8327000
GRC,GRC,1965,8416821,119068,0,9301,4799,11,8550000
GRC,GRC,1970,8648876,125136,0,11000,3799,4189,8793000
GRC,GRC,1975,8867546,132068,0,17513,3849,26024,9047000
GRC,GRC,1980,9467466,134000,0,20000,3900,17634,9643000
GRC,GRC,1985,9635980,150000,0,90000,5250,52770,9934000
GRC,GRC,1990,9754560,202500,0,160000,6600,37340,10161000
GRC,GRC,1995,10021758,235000,0,189449,6009,1784,10454000
GRC,GRC,2000,10176670,220000,0,190000,4860,53470,10645000
GRC,GRC,2005,10580420,240000,0,250000,5500,28080,11104000
GRC,GRC,2010,10682948,272000,0,295000,5648,63692,11319288
GRG,GRG,1995,4581948,595870,0,216680,19753,2749,5417000
GRG,GRG,2000,4406616,458374,0,75800,13750,13460,4968000
GRG,GRG,2005,3851060,434000,0,175000,12875,27065,4500000
GRG,GRG,2010,3553010,440787,0,390000,12000,56597,4452394
GRN,GRN,1975,89800,0,0,100,0,17900,107800
GRN,GRN,1980,92590,0,0,140,0,16270,109000
GRN,GRN,1985,77000,0,0,0,0,14000,91000
GRN,GRN,1990,75257,0,0,0,0,15743,91000
GRN,GRN,1995,77438,152,0,2097,0,11313,91000
GRN,GRN,2000,76726,167,0,6820,0,4287,88000
GRN,GRN,2005,96820,500,0,4957,0,723,103000
GRN,GRN,2010,94323,526,0,5217,0,8353,108419
GUA,GUA,1945,2317000,0,0,0,0,123000,2440000
GUA,GUA,1950,2781134,0,0,0,829,187037,2969000
GUA,GUA,1955,3065206,0,0,0,0,192794,3258000
GUA,GUA,1960,3807000,0,0,0,0,157000,3964000
GUA,GUA,1965,4306560,0,0,0,0,261440,4568000
GUA,GUA,1970,4816793,0,1000,102480,1000,324727,5246000
GUA,GUA,1975,5447596,0,1000,74940,250,499214,6023000
GUA,GUA,1980,6078400,0,1000,47400,500,789700,6917000
GUA,GUA,1985,7243700,400,1300,66100,250,651250,7963000
GUA,GUA,1990,8511300,800,1600,84800,950,597550,9197000
GUA,GUA,1995,9576225,655,1390,19521,644,377565,9976000
GUA,GUA,2000,11045250,911,1981,284625,1014,51219,11385000
GUA,GUA,2005,12065950,1100,2000,508040,1000,122910,12701000
GUA,GUA,2010,13133239,2000,0,635050,2000,52174,13824463
GUI,GUI,1960,38998,1620000,0,3620,0,1609382,3272000
GUI,GUI,1965,45435,1636000,0,4123,0,1824442,3510000
GUI,GUI,1970,51872,2173980,0,4696,0,1669452,3900000
GUI,GUI,1975,58435,2657017,1115,5348,0,1427085,4149000
GUI,GUI,1980,65000,2978870,2229,6000,0,1408901,4461000
GUI,GUI,1985,120000,3122870,3344,7000,0,1407786,4661000
GUI,GUI,1990,220000,3847000,4458,8000,0,1675542,5755000
GUI,GUI,1995,280000,4997320,5573,10988,0,2055119,7349000
GUI,GUI,2000,534351,6315500,6500,13976,0,559673,7430000
GUI,GUI,2005,737678,7837850,8200,20637,0,616635,9221000
GUI,GUI,2010,819087,8702832,9000,19259,0,688449,10238627
GUY,GUY,1970,376491,62747,1964,3935,49,263814,709000
GUY,GUY,1975,419635,70290,0,0,0,291075,781000
GUY,GUY,1980,418500,75600,2000,7000,0,255900,759000
GUY,GUY,1985,438000,80000,0,0,0,275000,793000
GUY,GUY,1990,303900,57600,1500,104400,60,252540,720000
GUY,GUY,1995,367200,55800,0,71700,38,240262,735000
GUY,GUY,2000,430500,54000,750,39000,16,225734,750000
GUY,GUY,2005,429477,55781,375,38687,22,233658,758000
GUY,GUY,2010,427919,57562,0,38375,29,243616,767501
HAI,HAI,1945,2936500,0,0,0,0,1545000,3090000
HAI,HAI,1950,2944000,0,0,0,0,1548500,3097000
HAI,HAI,1955,3098500,0,0,0,0,1750000,3500000
HAI,HAI,1960,3253000,0,0,0,0,1902000,3804000
HAI,HAI,1965,3742881,0,0,0,0,2071500,4143000
HAI,HAI,1970,4235925,1500,0,183830,100,2270700,4520000
HAI,HAI,1975,4553806,1500,0,183830,100,2460000,4920000
HAI,HAI,1980,5002500,1700,0,57900,100,2782800,5353000
HAI,HAI,1985,5125000,0,0,520000,0,2932500,5865000
HAI,HAI,1990,5934500,1660,0,410442,160,3243180,6486000
HAI,HAI,1995,6621510,830,0,0,129,3594353,7180000
HAI,HAI,2000,7377600,0,0,822200,98,5097027,8222000
HAI,HAI,2005,7998500,2000,0,941000,500,6598200,9410000
HAI,HAI,2010,8003882,1750,0,976083,120,4400901,9760832
HON,HON,1945,1197574,0,0,0,0,62426,1260000
HON,HON,1950,1400000,0,0,0,0,45000,1445000
HON,HON,1955,1614700,0,0,0,0,50300,1665000
HON,HON,1960,1889000,0,0,0,0,54000,1943000
HON,HON,1965,1994293,0,0,0,0,35662,2029955
HON,HON,1970,2474700,1600,1000,35430,150,126120,2639000
HON,HON,1975,2976874,0,1000,35430,150,79546,3093000
HON,HON,1980,3479050,1840,1000,11900,210,197000,3691000
HON,HON,1985,4295000,0,0,15000,0,62000,4372000
HON,HON,1990,4919650,6000,2500,106400,290,70160,5105000
HON,HON,1995,5624825,3000,1250,103200,145,220580,5953000
HON,HON,2000,6330000,0,0,100000,0,100000,6530000
HON,HON,2005,6587486,10010,3854,402332,357,102961,7107000
HON,HON,2010,7121814,397,0,800203,397,79228,8002039
HUN,HUN,1945,8107212,0,0,724818,153470,38500,9024000
HUN,HUN,1950,8392007,0,0,750280,134000,64713,9341000
HUN,HUN,1955,8727750,0,0,975535,117000,4715,9825000
HUN,HUN,1960,8765444,0,0,1058930,100000,59626,9984000
HUN,HUN,1965,8773090,0,0,1211324,95121,73465,10153000
HUN,HUN,1970,8697982,2005,301,1463719,90242,82751,10337000
HUN,HUN,1975,8552839,5618,476,1621206,92682,259179,10532000
HUN,HUN,1980,8424299,9232,651,1778693,95121,399004,10707000
HUN,HUN,1985,8295758,12845,825,1936180,97561,235831,10579000
HUN,HUN,1990,8053776,16458,1000,2093666,100000,100100,10365000
HUN,HUN,1995,7811791,20072,2206,2251153,56435,87343,10229000
HUN,HUN,2000,7462967,3150,5139,2059759,12666,492319,10036000
HUN,HUN,2005,7066031,3825,2569,2374282,11815,628478,10087000
HUN,HUN,2010,6669095,4500,0,2688805,10965,526635,9900000
ICE,ICE,1945,126571,0,0,2326,0,103,129000
ICE,ICE,1950,140694,0,0,2242,0,64,143000
ICE,ICE,1955,155678,0,0,2161,0,161,158000
ICE,ICE,1960,173900,0,0,2080,0,20,176000
ICE,ICE,1965,188324,0,0,1999,0,1677,192000
ICE,ICE,1970,200685,0,0,2192,0,1123,204000
ICE,ICE,1975,214986,0,0,2354,0,660,218000
ICE,ICE,1980,224507,0,0,2610,0,883,228000
ICE,ICE,1985,234000,0,0,3049,0,3951,241000
ICE,ICE,1990,246069,50,0,3529,0,5352,255000
ICE,ICE,1995,257027,221,0,3923,0,5829,267000
ICE,ICE,2000,268427,135,455,6037,0,5946,281000
ICE,ICE,2005,277615,321,597,7211,0,10256,296000
ICE,ICE,2010,290063,1589,1087,10309,0,13773,316821
IND,IND,1950,6485239,42721784,2386231,834823,14439,305850476,358292992
IND,IND,1955,7542136,46817880,180767,1301722,26781,334279714,390149000
IND,IND,1960,11728799,46939000,3206000,1768620,20851,369039738,432703008
IND,IND,1965,13415462,53966860,3495246,2235519,14920,409401977,482529984
IND,IND,1970,20627484,62994720,3784493,2702417,8990,464792872,554910976
IND,IND,1975,27677391,71768312,4705311,3434208,10245,495152533,602748000
IND,IND,1980,34727300,80541904,5626130,4166000,11500,548315198,673388032
IND,IND,1985,37545548,86000000,5400000,7083000,10250,614872178,750910976
IND,IND,1990,41734851,101000000,5950000,10000000,9000,676003173,834697024
IND,IND,1995,45798549,109916520,9159710,11685100,9061,739402068,915971008
IND,IND,2000,24080014,137840709,7955207,3200000,5000,855581086,1028662016
IND,IND,2005,26026922,148985354,8598398,3458725,5000,928243617,1115318016
IND,IND,2010,27973830,160130000,9241589,3717450,5000,993932131,1195000000
INS,INS,1950,3643913,57207360,637895,117239,0,17931593,79538000
INS,INS,1955,5956471,63182960,818947,374370,25,16219227,86552000
INS,INS,1960,7408000,73107440,1000000,631502,50,14047008,96194000
INS,INS,1965,9153179,83189320,1047538,888633,75,11429255,105708000
INS,INS,1970,12390965,94301600,1095077,1145764,100,8943494,117877000
INS,INS,1975,15096666,101793120,1297538,1656882,100,10659694,130504000
INS,INS,1990,19334118,151124692,1794830,1100000,0,6129368,179483008
INS,INS,1995,21812609,165377245,1762215,1300000,0,7589435,197841504
INS,INS,2000,24291100,179629800,1729600,1500000,0,9049500,216200000
INS,INS,2005,24867812,190589900,1824640,1650000,0,8367648,227300000
INS,INS,2010,25444526,201550000,1919680,1800000,0,9245794,239960000
IRE,IRE,1945,2939472,0,0,1282,3835,5411,2950000
IRE,IRE,1950,2964542,0,0,1222,3058,178,2969000
IRE,IRE,1955,2904585,0,0,1164,3156,12095,2921000
IRE,IRE,1960,2816080,0,0,11328,3398,1194,2832000
IRE,IRE,1965,2854407,0,0,6225,2945,12423,2876000
IRE,IRE,1970,2915103,298,0,6254,2680,53913,2978248
IRE,IRE,1975,3131997,1973,0,8398,2360,32272,3177000
IRE,IRE,1980,3348892,3649,0,10543,2040,35876,3401000
IRE,IRE,1985,3333827,5574,0,38413,1810,63781,3443405
IRE,IRE,1990,3335763,7500,0,66283,1581,114592,3525719
IRE,IRE,1995,3486468,15081,726,87769,1750,9206,3601000
IRE,IRE,2000,3529605,19163,466,131669,1865,47232,3730000
IRE,IRE,2005,3855152,27678,521,181350,2065,64234,4131000
IRE,IRE,2010,4150307,25700,781,269811,1984,14404,4462987
IRN,IRN,1945,112150,15012850,0,0,40000,50000,15215000
IRN,IRN,1950,98793,15454430,0,0,26666,696111,16276000
IRN,IRN,1955,81132,18016628,0,0,36308,190932,18325000
IRN,IRN,1960,115000,20654000,0,0,65000,605000,21439000
IRN,IRN,1965,126941,25222354,0,0,56161,383544,25789000
IRN,IRN,1970,287050,27727000,0,0,0,690950,28705000
IRN,IRN,1975,332094,32358422,0,0,97847,29637,32818000
IRN,IRN,1980,466600,37694000,0,16000,54500,1059900,39291000
IRN,IRN,1985,333000,46694000,0,0,25000,768000,47820000
IRN,IRN,1990,187999,53089900,0,53333,16666,1148102,54496000
IRN,IRN,1995,221498,65965072,0,26666,8333,2143431,68365000
IRN,IRN,2000,105000,66686470,0,200000,12000,698530,67702000
IRN,IRN,2005,109000,68805000,0,205000,9200,371800,69500000
IRN,IRN,2010,117000,73332824,0,265000,8700,350036,74073560
IRQ,IRQ,1945,149420,4327039,0,0,113116,21425,4611000
IRQ,IRQ,1950,207920,4786119,0,0,114355,89606,5198000
IRQ,IRQ,1955,218888,5308381,0,0,5351,428380,5961000
IRQ,IRQ,1960,205998,6056999,0,0,6181,615822,6885000
IRQ,IRQ,1965,232406,7781364,0,0,3187,30043,8047000
IRQ,IRQ,1970,313800,9062399,0,0,2000,61801,9440000
IRQ,IRQ,1975,512521,10567800,83,0,1050,42546,11124000
IRQ,IRQ,1980,711244,12436100,166,16666,100,73724,13238000
IRQ,IRQ,1985,125000,15273189,0,0,0,186811,15585000
IRQ,IRQ,1990,398350,17354880,900,85000,180,238690,18078000
IRQ,IRQ,1995,300395,19693100,0,0,0,101505,20095000
IRQ,IRQ,2000,433000,21959250,0,462300,0,260450,23115000
IRQ,IRQ,2005,559260,26984295,0,279630,0,139815,27963000
IRQ,IRQ,2010,600000,30210000,0,350000,0,640000,31800000
ISR,ISR,1950,32036,123872,0,0,1101173,919,1258000
ISR,ISR,1955,24330,194700,0,0,1524002,4968,1748000
ISR,ISR,1960,63057,209500,0,0,1812599,31844,2117000
ISR,ISR,1965,72898,207300,0,0,2269799,13003,2563000
ISR,ISR,1970,72898,321200,0,0,2543099,36803,2974000
ISR,ISR,1975,80100,370260,0,0,2959400,45240,3455000
ISR,ISR,1980,89899,498300,0,0,3282700,7101,3878000
ISR,ISR,1985,99399,519840,0,0,3517200,96561,4233000
ISR,ISR,1990,114699,813000,0,0,3681659,50642,4660000
ISR,ISR,1995,159900,813000,0,0,4549500,22600,5545000
ISR,ISR,2000,133399,856800,0,135000,4914100,177701,6217000
ISR,ISR,2005,145399,1124000,0,314000,5275699,70902,6930000
ISR,ISR,2010,152400,1524000,0,343000,5573299,31795,7624494
ITA,ITA,1945,44270236,1765,928,756467,47825,12779,45090000
ITA,ITA,1950,45424648,5087,1116,1626501,40651,5997,47104000
ITA,ITA,1955,45953201,14661,1342,2615913,39826,8057,48633000
ITA,ITA,1960,46481754,24234,1567,3645325,39002,8118,50200000
ITA,ITA,1965,47010307,33808,1793,5023736,38177,4179,52112000
ITA,ITA,1970,47538860,43381,2018,6184148,37352,16241,53822000
ITA,ITA,1975,48144033,182536,2059,6710432,38126,363814,55441000
ITA,ITA,1980,48759207,321691,2100,7236716,38900,75386,56434000
ITA,ITA,1985,48854380,460845,3100,7763000,38629,21046,57141000
ITA,ITA,1990,48669553,600000,4100,8282664,38359,66324,57661000
ITA,ITA,1995,47718067,640000,6233,8802329,38088,96283,57301000
ITA,ITA,2000,48955835,950063,60338,7200000,30200,101564,57298000
ITA,ITA,2005,50346000,1000000,60000,6500000,30000,671000,58607000
ITA,ITA,2010,48018881,700000,8831,11300000,39000,416512,60483224
JAM,JAM,1960,1327363,0,0,273293,600,11892,1613148
JAM,JAM,1965,1332121,0,0,183783,600,201527,1718031
JAM,JAM,1970,1445671,3000,300,182000,1800,177229,1810000
JAM,JAM,1975,1480069,1500,320,121900,900,205311,1810000
JAM,JAM,1980,1514468,0,340,41800,2080,251312,1810000
JAM,JAM,1985,1997000,0,0,254210,0,59790,2311000
JAM,JAM,1990,1701798,3000,300,617757,600,91545,2415000
JAM,JAM,1995,1754579,3078,308,615351,555,41129,2415000
JAM,JAM,2000,1807362,3156,316,612945,511,158710,2583000
JAM,JAM,2005,1890680,2334,319,592472,521,163674,2650000
JAM,JAM,2010,1974000,1513,322,572000,531,320264,2868630
JOR,JOR,1945,52000,966540,0,0,0,67460,1086000
JOR,JOR,1950,74220,1162770,0,0,0,10,1237000
JOR,JOR,1955,88110,1330000,0,0,0,18890,1437000
JOR,JOR,1960,100000,1590000,0,0,0,5000,1695000
JOR,JOR,1965,89980,1795000,0,22990,0,1030,1909000
JOR,JOR,1970,114950,2138060,0,45980,0,10,2299000
JOR,JOR,1975,161200,2512860,0,0,0,27940,2702000
